Iteration	Posterior	Likelihood	Prior	branch_rates	q[1]	q[2]	q[3]	speciation_rate
49200	-718.8485	-698.8431	-20.00533	0.3198962	0.992832	0.00309885	0.00406893	0.271868
49400	-717.3301	-698.9974	-18.33267	0.3357457	0.99573	0.00255656	0.00171389	0.1275684
49600	-711.0512	-693.6295	-17.42172	0.3156174	0.997967	0.00124686	0.00078574	0.06540952
49800	-720.4318	-701.0894	-19.34243	0.2855959	0.983268	0.00969874	0.00703326	0.2496098
50000	-709.1215	-692.8166	-16.30488	0.2840029	0.9963	0.000925489	0.00277485	0.001418103
50200	-715.4611	-698.7323	-16.72879	0.3062647	0.988786	0.00636482	0.00484897	0.01783527
50400	-711.2108	-693.6625	-17.54831	0.3505503	0.998419	0.00101687	0.000563813	0.04845302
50600	-718.9993	-697.8336	-21.16576	0.3532491	0.996692	0.000236915	0.00307098	0.3288382
50800	-710.7564	-692.763	-17.99337	0.3129098	0.983067	0.0133228	0.00361039	0.1112827
51000	-708.1372	-690.416	-17.72125	0.3109372	0.995279	0.00307644	0.00164436	0.09291451
51200	-711.1685	-693.2231	-17.94538	0.3367888	0.996935	0.00261173	0.000453174	0.0918696
51400	-717.3296	-699.8593	-17.47032	0.306198	0.989416	0.00458673	0.00599688	0.08008373
51600	-716.3741	-696.9543	-19.41981	0.32556	0.994496	0.000661374	0.00484312	0.2237843
51800	-708.5419	-691.5192	-17.02275	0.3108488	0.996213	0.000959927	0.00282674	0.03763375
52000	-710.0191	-693.6011	-16.41803	0.2737123	0.995137	0.00110089	0.00376162	0.0192051
52200	-715.1377	-697.2702	-17.86753	0.3293753	0.995226	0.00121183	0.00356197	0.09236304
52400	-714.8798	-697.5904	-17.28942	0.3113623	0.987186	0.00356292	0.00925063	0.05894969
52600	-708.4029	-689.6751	-18.72782	0.3444857	0.997763	0.000897268	0.00133965	0.1510196
52800	-707.5517	-690.3609	-17.19085	0.3055337	0.997173	0.00141133	0.00141517	0.05416626
53000	-715.7382	-698.6546	-17.08365	0.3381653	0.993815	0.00501265	0.00117266	0.02143478
53200	-708.4899	-690.7132	-17.77669	0.3176778	0.997496	0.000855384	0.00164861	0.09378169
53400	-717.5438	-699.3102	-18.23358	0.3186114	0.991966	0.00283153	0.00520211	0.1311231
53600	-708.2347	-691.3892	-16.84552	0.3041099	0.998475	0.00100785	0.000516789	0.02934939
53800	-710.1945	-692.8697	-17.32482	0.298197	0.998986	0.000817229	0.000196682	0.07014829
54000	-710.468	-693.7368	-16.73123	0.3052366	0.986322	0.0128812	0.000796633	0.01847601
54200	-711.8572	-693.8389	-18.01835	0.3080236	0.996058	3.60574e-06	0.0039381	0.1216051
54400	-709.246	-692.244	-17.002	0.3147229	0.997875	0.000642321	0.00148275	0.0329727
54600	-707.3162	-689.4641	-17.85213	0.2877712	0.99833	0.000483582	0.00118616	0.1221259
54800	-717.2042	-700.1437	-17.06045	0.3175464	0.996473	0.00042901	0.0030975	0.03571916
