Iteration	Posterior	Likelihood	Prior	branch_rates	q[1]	q[2]	q[3]	root_freq[1]	root_freq[2]	root_freq[3]	root_freq[4]	speciation_rate
40600	-301.1288	-266.4593	-34.66946	3.574065	0.129345	0.353605	0.517051	0.267823	0.309339	0.211419	0.211419	0.2022822
40800	-300.2748	-270.6957	-29.57913	3.120646	0.132943	0.337062	0.529995	0.282855	0.316245	0.20045	0.20045	0.1481687
41000	-301.3859	-267.5782	-33.80764	3.638238	0.0945502	0.23854	0.66691	0.283858	0.316675	0.199734	0.199734	0.05160319
41200	-300.2093	-278.1269	-22.0824	2.501357	0.129584	0.348648	0.521767	0.270965	0.310855	0.20909	0.20909	0.01670445
41400	-299.3722	-270.2849	-29.08725	3.099623	0.128652	0.340004	0.531344	0.274513	0.31252	0.206484	0.206484	0.1217043
41600	-300.2144	-268.0241	-32.19029	3.434093	0.104708	0.315583	0.579709	0.249133	0.299513	0.225677	0.225677	0.09665816
41800	-302.3607	-264.6396	-37.72113	3.919179	0.11859	0.36507	0.51634	0.245194	0.297261	0.228773	0.228773	0.1663871
42000	-298.5963	-270.1962	-28.40011	3.102968	0.145869	0.332682	0.521449	0.304815	0.324801	0.185192	0.185192	0.04780968
42200	-299.8653	-270.9743	-28.89097	3.17281	0.133713	0.269708	0.596579	0.331448	0.332856	0.167848	0.167848	0.02614631
42400	-300.6516	-268.8852	-31.76643	3.475442	0.109737	0.347678	0.542586	0.239906	0.294137	0.232978	0.232978	0.01111112
42600	-299.0682	-275.3878	-23.6804	2.675595	0.136898	0.45826	0.404842	0.230019	0.28798	0.241	0.241	0.002539599
42800	-300.3667	-279.8085	-20.55813	2.353071	0.167025	0.509197	0.323778	0.246997	0.2983	0.227351	0.227351	0.01263775
43000	-300.8068	-279.8922	-20.9146	2.366134	0.164014	0.487796	0.34819	0.251629	0.300907	0.223732	0.223732	0.03447306
43200	-299.1949	-271.6859	-27.509	3.011409	0.148699	0.318982	0.532319	0.31795	0.329083	0.176484	0.176484	0.04849114
43400	-298.6196	-272.114	-26.50563	2.878348	0.150095	0.369003	0.480902	0.289146	0.318879	0.195987	0.195987	0.08131702
43600	-301.0782	-270.3688	-30.70932	3.298622	0.117731	0.314816	0.567453	0.27218	0.311431	0.208194	0.208194	0.08174648
43800	-299.7488	-278.2748	-21.47397	2.457035	0.152986	0.323638	0.523376	0.320978	0.329985	0.174519	0.174519	0.0004636716
44000	-305.0895	-279.7103	-25.3792	2.810741	0.169822	0.615205	0.214974	0.216326	0.278756	0.252459	0.252459	0.03470501
44200	-299.5961	-277.2105	-22.38553	2.525548	0.162986	0.451138	0.385876	0.265396	0.308142	0.213231	0.213231	0.02283856
44400	-300.4463	-270.7521	-29.69413	3.105795	0.136552	0.319221	0.544226	0.299606	0.322932	0.188731	0.188731	0.1759316
44600	-300.0898	-277.5883	-22.50156	2.530244	0.12847	0.38358	0.48795	0.250893	0.300499	0.224304	0.224304	0.03058657
44800	-300.7182	-269.3198	-31.39847	3.315494	0.114594	0.272283	0.613123	0.296203	0.321658	0.191069	0.191069	0.1340396
45000	-299.905	-266.9264	-32.97855	3.598063	0.130159	0.30776	0.562081	0.297222	0.322044	0.190367	0.190367	0.009726282
45200	-301.5908	-282.089	-19.50175	2.248094	0.187894	0.387846	0.42426	0.326352	0.331505	0.171071	0.171071	0.01203265
45400	-302.2034	-267.7827	-34.42069	3.715704	0.113999	0.197095	0.688907	0.366445	0.339806	0.146875	0.146875	0.03596077
45600	-299.0916	-274.6328	-24.45877	2.666362	0.143662	0.307825	0.548513	0.318197	0.329158	0.176323	0.176323	0.08717606
45800	-303.7555	-278.7851	-24.97039	2.576827	0.16587	0.455978	0.378152	0.266737	0.308807	0.212228	0.212228	0.2343057
46000	-301.4283	-276.4486	-24.9797	2.806682	0.129324	0.503753	0.366923	0.204278	0.269952	0.262885	0.262885	0.001399022
46200	-301.7286	-278.9637	-22.76488	2.553768	0.153408	0.565832	0.28076	0.213292	0.2766	0.255054	0.255054	0.03173401
46400	-301.5335	-273.6816	-27.85194	3.077336	0.160928	0.407671	0.431401	0.283026	0.316318	0.200328	0.200328	0.0176512
46600	-300.0692	-271.3754	-28.69384	3.132289	0.114696	0.40324	0.482064	0.221448	0.282302	0.248125	0.248125	0.04707973
46800	-303.6326	-279.0995	-24.53314	2.739419	0.0970411	0.471868	0.431091	0.170574	0.241725	0.293851	0.293851	0.02438833
47000	-298.7552	-276.4769	-22.27833	2.524938	0.150723	0.427411	0.421866	0.260706	0.305763	0.216766	0.216766	0.01278356
47200	-300.3069	-275.8751	-24.43175	2.734611	0.153464	0.250797	0.595739	0.379617	0.341411	0.139486	0.139486	0.01822634
47400	-299.4479	-273.4491	-25.99876	2.796969	0.125314	0.31299	0.561695	0.285907	0.317541	0.198276	0.198276	0.1142843
47600	-299.1398	-271.8622	-27.27757	2.96112	0.149869	0.376066	0.474065	0.284957	0.317142	0.198951	0.198951	0.07560468
47800	-300.6443	-276.8474	-23.79685	2.681232	0.101816	0.349585	0.548599	0.225556	0.285063	0.24469	0.24469	0.008680724
48000	-297.5908	-272.8458	-24.74498	2.774166	0.136763	0.366655	0.496582	0.271669	0.311189	0.208571	0.208571	0.01048252
48200	-301.2077	-275.0536	-26.15416	2.923357	0.13368	0.231721	0.634599	0.365845	0.33972	0.147218	0.147218	0.00218712
48400	-300.9963	-273.9882	-27.00802	2.917424	0.175933	0.375757	0.448311	0.318898	0.329369	0.175867	0.175867	0.091539
48600	-301.1928	-275.545	-25.6478	2.749029	0.134518	0.466616	0.398866	0.223773	0.283874	0.246176	0.246176	0.1282615
48800	-305.0485	-280.6401	-24.40837	2.649664	0.0964327	0.367343	0.536225	0.20793	0.27269	0.25969	0.25969	0.1012965
49000	-302.7915	-283.413	-19.37858	2.220715	0.157847	0.407445	0.434708	0.279231	0.31466	0.203054	0.203054	0.02581877
49200	-298.9131	-271.5829	-27.33022	2.969417	0.1191	0.268355	0.612545	0.30739	0.325689	0.183461	0.183461	0.07250668
49400	-302.3666	-275.1328	-27.23383	2.852383	0.178974	0.396176	0.42485	0.311178	0.326952	0.180935	0.180935	0.1805772
49600	-299.9332	-275.3896	-24.54358	2.680902	0.152939	0.30494	0.542121	0.334016	0.333503	0.16624	0.16624	0.08234896
49800	-301.3837	-281.4197	-19.96392	2.2833	0.128221	0.464482	0.407297	0.216332	0.27876	0.252454	0.252454	0.02278505
50000	-302.328	-265.6324	-36.69554	3.953283	0.120704	0.367875	0.511422	0.247051	0.298331	0.227309	0.227309	0.02643627
50200	-301.4123	-278.6661	-22.74622	2.500493	0.148641	0.370887	0.480472	0.286108	0.317625	0.198134	0.198134	0.08259326
50400	-299.6621	-277.0331	-22.62894	2.485611	0.126822	0.328119	0.545059	0.278766	0.314452	0.203391	0.203391	0.0861646
50600	-299.6788	-275.6354	-24.04346	2.664969	0.150586	0.399599	0.449815	0.273701	0.312144	0.207078	0.207078	0.04825654
50800	-299.6656	-266.0663	-33.59932	3.623422	0.114975	0.238386	0.646639	0.325375	0.331236	0.171694	0.171694	0.04578251
51000	-299.8133	-276.3684	-23.44486	2.503019	0.153508	0.341591	0.504901	0.310055	0.326583	0.181681	0.181681	0.148228
51200	-298.0087	-266.3221	-31.68658	3.476593	0.124475	0.292529	0.582995	0.298499	0.322522	0.18949	0.18949	0.002173843
51400	-304.4151	-268.7225	-35.69263	3.837485	0.135437	0.441955	0.422608	0.234567	0.290863	0.237285	0.237285	0.04184498
51600	-299.8819	-278.7906	-21.09127	2.365774	0.158449	0.375603	0.465948	0.296692	0.321843	0.190732	0.190732	0.05242715
51800	-299.8414	-266.7018	-33.13962	3.550847	0.139913	0.304177	0.55591	0.315056	0.328192	0.178376	0.178376	0.07431503
52000	-299.855	-273.6721	-26.18289	2.808288	0.15347	0.319417	0.527113	0.324539	0.331003	0.172229	0.172229	0.118012
52200	-298.7188	-271.5416	-27.17727	2.926485	0.127797	0.327039	0.545164	0.280974	0.315428	0.201799	0.201799	0.09933364
52400	-301.0443	-269.1415	-31.90282	3.471966	0.115481	0.262276	0.622242	0.305702	0.32511	0.184594	0.184594	0.02866684
52600	-297.8681	-273.0318	-24.83631	2.770955	0.145322	0.358688	0.49599	0.288331	0.318546	0.196561	0.196561	0.02291254
52800	-302.6916	-270.5454	-32.14629	3.375656	0.138503	0.292487	0.56901	0.32136	0.330096	0.174272	0.174272	0.1539158
53000	-300.573	-271.9798	-28.59327	3.15692	0.115133	0.215648	0.669219	0.348065	0.336654	0.157641	0.157641	0.01228854
53200	-303.844	-279.214	-24.63003	2.753976	0.178838	0.580218	0.240944	0.235606	0.29151	0.236442	0.236442	0.01844045
53400	-299.3711	-274.7323	-24.63879	2.726554	0.123806	0.331098	0.545096	0.272159	0.311421	0.20821	0.20821	0.04636111
53600	-299.1087	-273.4262	-25.68248	2.873994	0.13432	0.398978	0.466702	0.251866	0.301038	0.223548	0.223548	0.004345231
53800	-305.1396	-270.3986	-34.74099	3.32736	0.100145	0.209692	0.690163	0.323219	0.330631	0.173075	0.173075	0.4465495
54000	-303.8386	-282.22	-21.61863	2.42923	0.171384	0.241697	0.586919	0.414893	0.343145	0.120981	0.120981	0.04263466
54200	-301.3773	-271.2903	-30.08706	3.074157	0.117087	0.265835	0.617078	0.305772	0.325134	0.184547	0.184547	0.240175
54400	-302.8425	-278.0837	-24.75875	2.686879	0.17523	0.290926	0.533844	0.375904	0.341012	0.141542	0.141542	0.09949027
54600	-302.2153	-270.9871	-31.22822	3.334493	0.134359	0.229747	0.635894	0.36901	0.340161	0.145415	0.145415	0.09666745
54800	-303.0233	-284.5234	-18.49985	2.026696	0.159809	0.475234	0.364957	0.251651	0.300919	0.223715	0.223715	0.1287445
55000	-304.5114	-267.2723	-37.23907	3.73885	0.125046	0.263242	0.611711	0.322045	0.330294	0.17383	0.17383	0.2927576
55200	-298.9798	-276.0661	-22.91369	2.528571	0.133496	0.389562	0.476942	0.255222	0.302869	0.220955	0.220955	0.07247382
55400	-299.9093	-270.3155	-29.59375	3.263083	0.107829	0.360965	0.531206	0.230013	0.287976	0.241006	0.241006	0.006348941
55600	-302.4279	-263.6482	-38.77973	4.186371	0.117813	0.205086	0.677101	0.364859	0.339576	0.147782	0.147782	0.001698654
55800	-304.9895	-278.4242	-26.56539	2.809366	0.112231	0.336268	0.551501	0.250237	0.300133	0.224815	0.224815	0.152381
56000	-301.0809	-274.1478	-26.93314	2.93937	0.112741	0.301667	0.585592	0.272053	0.311371	0.208288	0.208288	0.06308816
56200	-303.7278	-282.1731	-21.55465	2.356314	0.184248	0.471004	0.344748	0.281187	0.315521	0.201646	0.201646	0.1080855
56400	-298.3346	-275.1561	-23.17844	2.608325	0.151535	0.339153	0.509312	0.308822	0.326173	0.182503	0.182503	0.01964686
56600	-298.4921	-273.9401	-24.55202	2.762883	0.137438	0.419681	0.44288	0.246695	0.298126	0.22759	0.22759	0.002422608
56800	-301.8764	-277.886	-23.99036	2.45316	0.14907	0.397911	0.453019	0.272532	0.311597	0.207935	0.207935	0.2488762
57000	-300.7549	-272.3804	-28.37447	2.905744	0.135871	0.344433	0.519696	0.282885	0.316257	0.200429	0.200429	0.2414791
57200	-299.7681	-277.9445	-21.82357	2.447026	0.152517	0.423612	0.423871	0.264727	0.307808	0.213732	0.213732	0.04406318
57400	-299.0459	-273.7061	-25.3398	2.796089	0.159012	0.377667	0.463322	0.296288	0.32169	0.191011	0.191011	0.04699851
57600	-298.1405	-269.9375	-28.20298	3.126275	0.133535	0.389891	0.476574	0.255118	0.302812	0.221035	0.221035	0.004189649
57800	-303.5109	-274.9389	-28.57197	2.972649	0.150888	0.496513	0.352599	0.233068	0.289923	0.238505	0.238505	0.1986351
58000	-301.336	-270.9402	-30.39575	3.140881	0.128942	0.315361	0.555697	0.290211	0.31931	0.195239	0.195239	0.203709
58200	-302.3362	-275.7407	-26.59542	2.914501	0.155945	0.486644	0.357411	0.242683	0.295792	0.230763	0.230763	0.05375318
58400	-299.3567	-273.6489	-25.70779	2.839893	0.155424	0.411109	0.433466	0.274343	0.312441	0.206608	0.206608	0.04004122
58600	-301.4851	-271.8355	-29.6496	3.208147	0.126265	0.473601	0.400134	0.210489	0.274572	0.25747	0.25747	0.06817549
58800	-300.1895	-270.5622	-29.62731	3.046818	0.131921	0.387647	0.480432	0.253906	0.302156	0.221969	0.221969	0.2255935
59000	-305.4725	-284.4666	-21.0059	2.325461	0.146018	0.644093	0.209889	0.184807	0.254308	0.280442	0.280442	0.08128848
59200	-301.8505	-279.2875	-22.56295	2.563862	0.12893	0.283377	0.587693	0.312704	0.327447	0.179925	0.179925	0.002504022
59400	-302.4023	-282.5458	-19.85658	2.159879	0.139398	0.311843	0.548759	0.308921	0.326206	0.182437	0.182437	0.1315929
59600	-301.585	-278.3604	-23.22463	2.456491	0.159428	0.440644	0.399927	0.265682	0.308284	0.213017	0.213017	0.1743146
59800	-306.9555	-262.0318	-44.92363	4.753482	0.115762	0.218312	0.665926	0.346515	0.336338	0.158573	0.158573	0.04995938
60000	-303.2246	-277.2607	-25.96393	2.621964	0.1347	0.509106	0.356194	0.209225	0.273646	0.258565	0.258565	0.2813333
60200	-298.1549	-269.2884	-28.86646	3.180754	0.113839	0.295766	0.590396	0.277924	0.314075	0.204001	0.204001	0.01610114
60400	-307.829	-275.4442	-32.3848	3.128796	0.112149	0.281093	0.606758	0.28519	0.31724	0.198785	0.198785	0.4137466
60600	-299.0966	-272.3585	-26.73819	2.949383	0.161819	0.398495	0.439686	0.288801	0.318738	0.196231	0.196231	0.03442615
60800	-299.1057	-266.3607	-32.74504	3.531558	0.125267	0.307464	0.567269	0.289481	0.319015	0.195752	0.195752	0.05318385
61000	-300.087	-271.8296	-28.2574	3.099835	0.132699	0.360825	0.506476	0.268881	0.309854	0.210632	0.210632	0.03599484
61200	-299.7117	-270.4207	-29.29105	3.19578	0.158468	0.407284	0.434249	0.280101	0.315045	0.202427	0.202427	0.04362144
61400	-300.1771	-271.8501	-28.32701	3.130888	0.119287	0.278407	0.602305	0.299947	0.323057	0.188498	0.188498	0.01186679
61600	-298.7843	-272.1257	-26.65854	2.944027	0.157205	0.340825	0.50197	0.315653	0.328379	0.177984	0.177984	0.03105016
61800	-300.5585	-276.6897	-23.86882	2.651905	0.1493	0.288813	0.561887	0.340779	0.335102	0.162059	0.162059	0.04461564
62000	-302.3803	-272.9442	-29.43612	3.101764	0.101004	0.316353	0.582643	0.242008	0.295393	0.2313	0.2313	0.150063
62200	-299.3193	-276.5526	-22.76667	2.566816	0.161378	0.439555	0.399067	0.268546	0.309692	0.210881	0.210881	0.01975245
62400	-300.4101	-272.089	-28.32113	3.13832	0.164879	0.397547	0.437575	0.293157	0.320481	0.193181	0.193181	0.003890871
62600	-300.5675	-271.4943	-29.07316	3.038698	0.114564	0.275639	0.609797	0.293602	0.320655	0.192872	0.192872	0.1760733
62800	-298.9029	-272.7418	-26.16113	2.886408	0.130287	0.412326	0.457387	0.24011	0.29426	0.232815	0.232815	0.03971411
63000	-300.6005	-273.8848	-26.71574	2.731305	0.156203	0.329971	0.513826	0.321291	0.330076	0.174317	0.174317	0.2468861
63200	-303.2289	-274.8203	-28.40854	2.951042	0.121242	0.406819	0.47194	0.229598	0.287708	0.241347	0.241347	0.1986683
63400	-301.2017	-276.7506	-24.45109	2.712704	0.145756	0.390325	0.463919	0.271891	0.311295	0.208407	0.208407	0.04161908
63600	-302.659	-284.3694	-18.28954	2.131058	0.161758	0.593047	0.245195	0.214304	0.277324	0.254186	0.254186	0.007861615
63800	-299.2403	-268.0176	-31.22277	3.298423	0.140422	0.319015	0.540563	0.30564	0.325088	0.184636	0.184636	0.133291
64000	-303.6679	-263.2741	-40.39381	4.14887	0.0881498	0.274525	0.637326	0.243055	0.296011	0.230467	0.230467	0.2041593
64200	-299.9363	-276.9338	-23.0025	2.589812	0.166452	0.378952	0.454596	0.30519	0.324932	0.184939	0.184939	0.02080084
64400	-298.3355	-268.3314	-30.00405	3.222195	0.128614	0.311633	0.559753	0.292141	0.320081	0.193889	0.193889	0.08855505
64600	-302.2007	-274.5706	-27.63004	3.020527	0.124341	0.50355	0.372109	0.198029	0.265125	0.268423	0.268423	0.05327463
64800	-300.3	-278.027	-22.27298	2.515273	0.158069	0.366286	0.475645	0.301454	0.323606	0.18747	0.18747	0.02238397
65000	-297.7659	-270.398	-27.36784	2.998955	0.133849	0.319916	0.546235	0.294974	0.321187	0.191919	0.191919	0.04790951
65200	-301.3869	-275.0079	-26.37901	2.713894	0.128285	0.357125	0.514589	0.264282	0.307585	0.214066	0.214066	0.2355105
65400	-299.815	-273.4833	-26.3317	2.873476	0.130806	0.442485	0.426709	0.228167	0.28678	0.242527	0.242527	0.0710419
65600	-298.9549	-272.2725	-26.68236	2.955147	0.161749	0.344301	0.493951	0.31963	0.329587	0.175391	0.175391	0.02257695
65800	-300.7228	-272.3426	-28.38011	3.114933	0.131383	0.479058	0.389559	0.215226	0.277979	0.253397	0.253397	0.03383136
66000	-302.9838	-285.5345	-17.44927	1.990903	0.171526	0.399229	0.429245	0.300524	0.323269	0.188103	0.188103	0.06398757
66200	-298.5547	-267.3115	-31.24316	3.425498	0.110985	0.267405	0.62161	0.293309	0.32054	0.193075	0.193075	0.008810538
66400	-304.4374	-283.2542	-21.18317	2.36528	0.175635	0.437921	0.386444	0.286258	0.317688	0.198027	0.198027	0.05972545
66600	-302.1316	-266.5462	-35.5854	3.586298	0.10148	0.311948	0.586572	0.24546	0.297415	0.228562	0.228562	0.283361
66800	-301.2351	-266.8161	-34.419	3.588008	0.110557	0.254776	0.634667	0.302619	0.324025	0.186678	0.186678	0.164797
67000	-302.3622	-276.5797	-25.78244	2.807101	0.127388	0.499891	0.372721	0.203081	0.269041	0.263939	0.263939	0.07982598
67200	-298.2555	-270.4405	-27.81506	3.03776	0.135553	0.284788	0.579658	0.322484	0.330421	0.173548	0.173548	0.05330792
67400	-305.0027	-277.5368	-27.46592	2.86678	0.149517	0.516932	0.333551	0.224349	0.284259	0.245696	0.245696	0.1931787
67600	-298.9174	-273.8451	-25.07228	2.751954	0.124305	0.329855	0.54584	0.273703	0.312145	0.207076	0.207076	0.06416044
67800	-299.488	-269.7458	-29.74223	3.229754	0.149498	0.283022	0.56748	0.345645	0.336158	0.159099	0.159099	0.05467961
68000	-302.4567	-273.3157	-29.14101	2.867564	0.118392	0.397418	0.48419	0.229527	0.287662	0.241405	0.241405	0.3530298
68200	-303.8187	-282.7679	-21.05082	2.40778	0.196035	0.568692	0.235273	0.256347	0.303472	0.220091	0.220091	0.006974135
68400	-297.7902	-271.011	-26.77916	2.954211	0.125711	0.301816	0.572473	0.294043	0.320827	0.192565	0.192565	0.03347845
68600	-301.0765	-277.5123	-23.56426	2.619909	0.174833	0.472689	0.352478	0.270003	0.310395	0.209801	0.209801	0.04544282
68800	-299.2031	-271.7829	-27.4202	3.03474	0.162871	0.361974	0.475155	0.310322	0.326671	0.181504	0.181504	0.01727314
69000	-302.8547	-280.8136	-22.04111	2.482002	0.166877	0.541772	0.291351	0.235486	0.291436	0.236539	0.236539	0.03116042
69200	-299.4159	-278.6452	-20.7707	2.385627	0.158204	0.41219	0.429606	0.277359	0.313821	0.20441	0.20441	0.001562811
69400	-300.0889	-266.9397	-33.14922	3.558283	0.124173	0.346152	0.529675	0.264016	0.307451	0.214267	0.214267	0.06600811
69600	-300.5203	-272.439	-28.08129	3.08029	0.142435	0.339844	0.517721	0.295337	0.321327	0.191668	0.191668	0.03829606
69800	-300.8897	-271.8779	-29.01182	3.097098	0.134763	0.436955	0.428281	0.235716	0.291578	0.236353	0.236353	0.1133885
70000	-302.0788	-267.7951	-34.2837	3.356129	0.127909	0.275267	0.596824	0.317254	0.328872	0.176937	0.176937	0.3804239
70200	-299.7303	-278.219	-21.51132	2.433905	0.170884	0.389652	0.439463	0.304859	0.324817	0.185162	0.185162	0.02682752
70400	-300.1992	-275.6667	-24.53251	2.72594	0.141325	0.36058	0.498095	0.281577	0.315692	0.201365	0.201365	0.03678787
70600	-298.8936	-273.6117	-25.28186	2.813579	0.11942	0.375672	0.504908	0.241208	0.294917	0.231938	0.231938	0.0251307
70800	-302.7027	-276.879	-25.82372	2.815503	0.130007	0.467821	0.402173	0.217465	0.279555	0.25149	0.25149	0.07933194
71000	-301.9598	-272.7328	-29.22708	3.043479	0.142511	0.279147	0.578342	0.337977	0.334458	0.163783	0.163783	0.1829021
71200	-305.1529	-281.7822	-23.37071	2.436272	0.133926	0.513143	0.352931	0.206973	0.271978	0.260525	0.260525	0.2156691
71400	-298.7942	-272.779	-26.01526	2.901994	0.127176	0.408449	0.464375	0.237434	0.292636	0.234965	0.234965	0.009758511
71600	-301.4302	-275.5269	-25.9033	2.848153	0.133807	0.236907	0.629286	0.360943	0.338976	0.15004	0.15004	0.05232709
71800	-304.9879	-270.4008	-34.58714	3.562366	0.124243	0.453046	0.422711	0.215218	0.277973	0.253405	0.253405	0.2056921
72000	-299.1489	-270.9418	-28.20714	3.116947	0.122334	0.307548	0.570118	0.284576	0.31698	0.199222	0.199222	0.01351039
72200	-300.4981	-274.3025	-26.19557	2.786117	0.128707	0.244869	0.626425	0.344527	0.335922	0.159776	0.159776	0.1400869
72400	-299.3151	-271.8557	-27.45943	3.019888	0.122885	0.3524	0.524715	0.258549	0.304639	0.218406	0.218406	0.03557284
72600	-301.3193	-270.6193	-30.7	3.331034	0.115618	0.37316	0.511222	0.236544	0.29209	0.235683	0.235683	0.04788357
72800	-300.5421	-277.8357	-22.70646	2.533757	0.160706	0.464532	0.374762	0.257031	0.303837	0.219566	0.219566	0.04735393
73000	-301.3887	-281.8981	-19.49056	2.208923	0.146121	0.395698	0.458181	0.269685	0.310243	0.210036	0.210036	0.04883317
73200	-301.54	-277.3867	-24.15336	2.603357	0.161855	0.311365	0.526781	0.342029	0.33538	0.161296	0.161296	0.1200688
73400	-302.1485	-276.7863	-25.36221	2.837918	0.163854	0.578667	0.257479	0.220673	0.281773	0.248777	0.248777	0.008426987
73600	-298.9045	-277.5259	-21.37859	2.417324	0.159151	0.357608	0.483241	0.307979	0.325889	0.183066	0.183066	0.03010314
73800	-300.5518	-275.9469	-24.60489	2.521912	0.137298	0.340572	0.522129	0.287313	0.318126	0.19728	0.19728	0.2457738
74000	-303.0346	-274.8438	-28.19078	2.812923	0.166747	0.29196	0.541292	0.363515	0.339376	0.148554	0.148554	0.3142241
74200	-304.461	-280.1075	-24.35355	2.703952	0.216043	0.417909	0.366048	0.340788	0.335104	0.162054	0.162054	0.04082551
74400	-303.0949	-267.8987	-35.19615	3.66922	0.133879	0.268369	0.597752	0.332828	0.333207	0.166983	0.166983	0.157454
74600	-301.5619	-278.2008	-23.3611	2.580422	0.149021	0.331881	0.519098	0.309879	0.326525	0.181798	0.181798	0.0642713
74800	-302.0797	-270.8435	-31.23623	3.38749	0.169106	0.33334	0.497554	0.336566	0.334124	0.164655	0.164655	0.04572138
75000	-303.7948	-267.0742	-36.72052	3.95611	0.116618	0.354932	0.528451	0.247307	0.298477	0.227108	0.227108	0.02672323
75200	-298.2806	-268.0301	-30.25045	3.33178	0.126845	0.352254	0.520902	0.264757	0.307823	0.21371	0.21371	0.003356386
75400	-298.6371	-274.1887	-24.44839	2.735799	0.135027	0.294058	0.570915	0.314687	0.328077	0.178618	0.178618	0.01859758
75600	-300.7978	-269.0453	-31.75256	3.291481	0.140647	0.34642	0.512933	0.288763	0.318722	0.196257	0.196257	0.1911602
75800	-301.2799	-274.2748	-27.00503	2.962421	0.100751	0.356594	0.542655	0.220295	0.281514	0.249096	0.249096	0.04761905
76000	-301.7291	-277.6512	-24.07785	2.632629	0.127188	0.477813	0.395	0.210227	0.274381	0.257696	0.257696	0.08662961
76200	-300.1953	-270.9221	-29.27324	3.191073	0.113287	0.328801	0.557911	0.256255	0.303423	0.220161	0.220161	0.0454755
76400	-302.1002	-279.6739	-22.42635	2.497012	0.189926	0.495941	0.314133	0.276914	0.31362	0.204733	0.204733	0.05425624
76600	-299.804	-278.4041	-21.3999	2.44602	0.140744	0.326396	0.532861	0.301289	0.323547	0.187582	0.187582	0.004098014
76800	-300.0248	-273.6181	-26.40677	2.920237	0.167411	0.39732	0.435269	0.296444	0.321749	0.190904	0.190904	0.03112974
77000	-299.4094	-273.8438	-25.56554	2.844616	0.155255	0.270398	0.574347	0.364746	0.33956	0.147847	0.147847	0.02166262
77200	-299.4909	-270.0186	-29.47232	3.1059	0.13755	0.37653	0.48592	0.267566	0.309214	0.21161	0.21161	0.152426
77400	-299.3766	-268.1435	-31.23309	3.248727	0.13175	0.323792	0.544458	0.289216	0.318907	0.195938	0.195938	0.1839922
77600	-298.9793	-273.255	-25.7243	2.882256	0.142353	0.272625	0.585022	0.343038	0.335602	0.16068	0.16068	0.0002805978
77800	-301.9157	-271.0375	-30.87821	3.285876	0.141507	0.416216	0.442277	0.253722	0.302056	0.222111	0.222111	0.1138917
78000	-303.9091	-268.7825	-35.12658	3.640332	0.120708	0.222555	0.656738	0.351648	0.337354	0.155499	0.155499	0.1845128
78200	-299.673	-273.1614	-26.51162	2.857742	0.146389	0.357857	0.495754	0.290313	0.319351	0.195168	0.195168	0.100933
78400	-300.2537	-272.7986	-27.45506	2.983529	0.129133	0.340578	0.530289	0.274921	0.312709	0.206185	0.206185	0.07098239
78600	-302.2621	-284.3512	-17.91094	2.03857	0.149656	0.447913	0.402431	0.250442	0.300247	0.224656	0.224656	0.06068162
78800	-301.4527	-271.4399	-30.01289	3.183354	0.159923	0.383253	0.456824	0.294422	0.320974	0.192302	0.192302	0.1252426
79000	-299.7662	-275.6119	-24.15427	2.695161	0.160343	0.435955	0.403702	0.268897	0.309862	0.21062	0.21062	0.02957606
79200	-302.8733	-282.2079	-20.66544	2.272872	0.172696	0.291299	0.536005	0.372193	0.340572	0.143617	0.143617	0.1011819
79400	-298.9341	-275.4755	-23.45864	2.621499	0.158705	0.406588	0.434707	0.280748	0.315329	0.201962	0.201962	0.03392379
79600	-299.3873	-270.5184	-28.86894	3.145553	0.136853	0.387865	0.475283	0.260812	0.305818	0.216685	0.216685	0.05212399
79800	-300.3083	-277.3513	-22.95696	2.529206	0.139575	0.344445	0.51598	0.288366	0.31856	0.196537	0.196537	0.07515974
80000	-301.7374	-270.472	-31.26533	3.311986	0.124033	0.221277	0.654691	0.359193	0.338691	0.151058	0.151058	0.1215924
80200	-301.7492	-282.4213	-19.32791	2.131444	0.157322	0.387698	0.45498	0.288654	0.318678	0.196334	0.196334	0.1108627
80400	-305.3295	-286.8415	-18.48798	2.019208	0.148007	0.622367	0.229626	0.192124	0.260396	0.27374	0.27374	0.1338636
80600	-301.2388	-274.138	-27.10084	2.824888	0.156652	0.410108	0.43324	0.2764	0.313386	0.205107	0.205107	0.1889321
80800	-299.5073	-267.0334	-32.47391	3.509464	0.124104	0.321137	0.554758	0.278735	0.314438	0.203413	0.203413	0.04784134
81000	-300.8781	-268.3975	-32.48051	3.401913	0.140707	0.318816	0.540477	0.306202	0.325282	0.184258	0.184258	0.1534549
81200	-302.8819	-280.2303	-22.65159	2.410584	0.135691	0.282211	0.582098	0.324696	0.331047	0.172128	0.172128	0.1631323
81400	-298.7368	-270.5728	-28.16406	3.079736	0.145001	0.397138	0.457861	0.267462	0.309163	0.211688	0.211688	0.04685283
81600	-303.3864	-268.0406	-35.34572	3.813686	0.102475	0.212897	0.684628	0.324933	0.331113	0.171977	0.171977	0.03149513
81800	-298.6142	-269.269	-29.34522	3.230713	0.140428	0.353443	0.506129	0.284341	0.31688	0.199389	0.199389	0.01365168
82000	-306.2422	-276.6689	-29.57335	3.026306	0.0971119	0.423913	0.478975	0.186386	0.255644	0.278985	0.278985	0.2366374
