Iteration	Posterior	Likelihood	Prior	branch_rates	q[1]	q[2]	q[3]	root_freq[1]	root_freq[2]	root_freq[3]	root_freq[4]	speciation_rate
82200	-299.4714	-263.8753	-35.59613	3.815207	0.115498	0.287988	0.596513	0.286251	0.317685	0.198032	0.198032	0.05497564
82400	-302.8525	-285.3654	-17.48711	2.035349	0.190114	0.585489	0.224397	0.245117	0.297217	0.228833	0.228833	0.02276662
82600	-306.8522	-286.1175	-20.73479	2.008633	0.14165	0.305795	0.552556	0.316575	0.328664	0.17738	0.17738	0.3627554
82800	-301.2418	-281.3434	-19.89845	2.285582	0.184479	0.419929	0.395592	0.305223	0.324943	0.184917	0.184917	0.01378161
83000	-298.8785	-273.6882	-25.19032	2.80065	0.140793	0.307286	0.551922	0.314214	0.327928	0.178929	0.178929	0.02850486
83200	-303.2449	-276.4355	-26.80942	2.608645	0.142331	0.302681	0.554988	0.319836	0.329648	0.175258	0.175258	0.37393
83400	-302.2929	-268.0719	-34.22096	3.676382	0.128748	0.317684	0.553568	0.288394	0.318572	0.196517	0.196517	0.05436305
83600	-297.7819	-272.7997	-24.98224	2.79233	0.144156	0.368703	0.487141	0.281083	0.315476	0.20172	0.20172	0.01579897
83800	-299.8643	-274.5247	-25.33962	2.678507	0.126401	0.292196	0.581402	0.301964	0.32379	0.187123	0.187123	0.1635212
84000	-300.2927	-265.8909	-34.40183	3.691128	0.0960537	0.253416	0.65053	0.274856	0.312679	0.206233	0.206233	0.05961298
84200	-299.5437	-277.8421	-21.70161	2.419189	0.142367	0.42884	0.428793	0.249239	0.299573	0.225594	0.225594	0.06017982
84400	-301.446	-273.1661	-28.27988	2.998989	0.128905	0.428555	0.442541	0.231236	0.28876	0.240002	0.240002	0.1370379
84600	-301.0719	-271.2165	-29.85544	3.251231	0.119823	0.270334	0.609843	0.307114	0.325595	0.183645	0.183645	0.04440751
84800	-300.0112	-267.8304	-32.18078	3.484094	0.153703	0.359958	0.486339	0.29923	0.322793	0.188988	0.188988	0.04415829
85000	-304.0458	-268.9418	-35.10395	3.742198	0.169187	0.298923	0.53189	0.361426	0.339052	0.149761	0.149761	0.0784677
85200	-304.0757	-267.5751	-36.50061	3.602752	0.148939	0.259433	0.591629	0.364714	0.339555	0.147866	0.147866	0.3544019
85400	-301.4921	-277.154	-24.33813	2.653007	0.0999636	0.298036	0.602	0.251165	0.30065	0.224093	0.224093	0.09044175
85600	-302.0172	-279.489	-22.52824	2.536199	0.129373	0.447857	0.422769	0.224128	0.284112	0.24588	0.24588	0.02584677
85800	-301.2323	-277.4208	-23.81148	2.579247	0.131552	0.48243	0.386018	0.21426	0.277293	0.254224	0.254224	0.1128376
86000	-299.3051	-275.5312	-23.77384	2.669044	0.119933	0.384146	0.495921	0.237925	0.292937	0.234569	0.234569	0.01817668
86200	-301.3338	-276.4028	-24.93104	2.79712	0.158514	0.398921	0.442565	0.284364	0.31689	0.199373	0.199373	0.005883786
86400	-300.98	-267.8954	-33.08468	3.500589	0.140097	0.384513	0.475391	0.267049	0.30896	0.211995	0.211995	0.1175733
86600	-299.2727	-271.4147	-27.85801	2.987669	0.137507	0.343129	0.519363	0.286094	0.317619	0.198144	0.198144	0.1057889
86800	-299.6767	-274.5872	-25.08948	2.670268	0.135849	0.395048	0.469103	0.255886	0.303226	0.220444	0.220444	0.1463997
87000	-303.22	-273.8583	-29.3617	2.913121	0.101183	0.350851	0.547966	0.223839	0.283919	0.246121	0.246121	0.3383327
87200	-299.6792	-275.8331	-23.84604	2.620063	0.119366	0.359535	0.521099	0.249249	0.299578	0.225586	0.225586	0.07332237
87400	-300.6875	-277.74	-22.9475	2.456328	0.140628	0.457644	0.401728	0.235057	0.291169	0.236887	0.236887	0.1465673
87600	-301.8091	-266.2261	-35.58292	3.843797	0.102184	0.260614	0.637202	0.281656	0.315726	0.201309	0.201309	0.02513233
87800	-300.0623	-277.2118	-22.85044	2.502148	0.124084	0.418695	0.457221	0.228608	0.287067	0.242162	0.242162	0.09241442
88000	-300.489	-276.9296	-23.55942	2.516696	0.131972	0.3687	0.499328	0.26359	0.307236	0.214587	0.214587	0.1459727
88200	-303.9195	-277.2015	-26.71801	2.966614	0.108056	0.209593	0.682351	0.340174	0.334965	0.162431	0.162431	0.01483344
88400	-298.4427	-267.9756	-30.46712	3.338393	0.131338	0.335088	0.533574	0.281584	0.315694	0.201361	0.201361	0.01858066
88600	-299.8331	-272.9514	-26.88169	2.897136	0.136492	0.24911	0.614398	0.353972	0.337785	0.154121	0.154121	0.09930438
88800	-305.8329	-270.5342	-35.29865	3.396567	0.156668	0.42007	0.423262	0.271646	0.311178	0.208588	0.208588	0.4465267
89000	-302.0406	-273.5091	-28.53148	2.942919	0.1279	0.334893	0.537208	0.276365	0.31337	0.205132	0.205132	0.2159135
89200	-300.7449	-272.9751	-27.7698	2.974156	0.111741	0.402126	0.486134	0.217451	0.279545	0.251502	0.251502	0.1153386
89400	-303.8798	-272.0357	-31.84405	3.378309	0.158988	0.417275	0.423737	0.275895	0.313156	0.205475	0.205475	0.1181753
89600	-297.9606	-274.0155	-23.9451	2.696776	0.147635	0.383013	0.469352	0.278216	0.314206	0.203789	0.203789	0.007746965
89800	-300.6896	-272.6282	-28.06143	3.088626	0.136349	0.448537	0.415114	0.233121	0.289956	0.238462	0.238462	0.02742755
90000	-299.4288	-267.9886	-31.44021	3.309274	0.135767	0.328066	0.536167	0.292707	0.320304	0.193494	0.193494	0.1452134
90200	-297.9945	-274.1616	-23.83289	2.675981	0.144718	0.348375	0.506907	0.29349	0.320611	0.19295	0.19295	0.01714119
90400	-304.8928	-278.0934	-26.79947	2.473914	0.156336	0.381771	0.461894	0.290529	0.319438	0.195016	0.195016	0.5167006
90600	-303.6564	-282.5873	-21.06908	2.356921	0.154518	0.54356	0.301922	0.221347	0.282234	0.24821	0.24821	0.06116
90800	-301.7491	-283.2057	-18.5434	2.115078	0.158146	0.530358	0.311496	0.229695	0.287771	0.241267	0.241267	0.04828365
91000	-300.4592	-274.7259	-25.73329	2.637364	0.139705	0.336956	0.523339	0.293092	0.320455	0.193227	0.193227	0.2410975
91200	-300.3604	-280.1541	-20.20633	2.291552	0.164956	0.492111	0.342933	0.25105	0.300586	0.224182	0.224182	0.03861727
91400	-302.3693	-278.4546	-23.91464	2.60401	0.143284	0.528606	0.32811	0.213256	0.276574	0.255085	0.255085	0.09893337
91600	-303.0687	-281.8769	-21.19177	2.424981	0.20632	0.609653	0.184027	0.252851	0.30158	0.222784	0.222784	0.004075457
91800	-302.7361	-276.2944	-26.44171	2.666385	0.139758	0.324775	0.535467	0.300857	0.32339	0.187877	0.187877	0.2830055
92000	-299.2926	-272.3858	-26.90681	2.89925	0.13776	0.342366	0.519874	0.286926	0.317966	0.197554	0.197554	0.09876123
92200	-298.1122	-271.3396	-26.77264	2.974601	0.12761	0.350839	0.521551	0.266716	0.308796	0.212244	0.212244	0.01259292
92400	-305.6662	-286.0885	-19.57772	2.071166	0.215856	0.671554	0.11259	0.243243	0.296122	0.230318	0.230318	0.1878963
92600	-301.5057	-277.6978	-23.80792	2.661144	0.126548	0.336032	0.53742	0.27357	0.312083	0.207174	0.207174	0.02936645
92800	-301.2529	-276.2983	-24.95454	2.776567	0.190087	0.394915	0.414999	0.324934	0.331114	0.171976	0.171976	0.02805239
93000	-300.7574	-270.695	-30.06241	3.270434	0.15306	0.2712	0.57574	0.36077	0.338948	0.150141	0.150141	0.04588089
93200	-298.1007	-274.0603	-24.04046	2.673869	0.133746	0.378897	0.487357	0.260895	0.30586	0.216623	0.216623	0.04020413
93400	-302.8342	-274.1692	-28.66498	2.987875	0.0965981	0.221486	0.681916	0.303687	0.324405	0.185954	0.185954	0.1858007
93600	-303.2444	-281.2003	-22.04411	2.490219	0.164708	0.536324	0.298968	0.234951	0.291103	0.236973	0.236973	0.02313079
93800	-301.2557	-277.0246	-24.23109	2.661989	0.157287	0.535864	0.306849	0.226916	0.285961	0.243562	0.243562	0.07036918
94000	-301.9651	-268.283	-33.68213	3.494123	0.150253	0.344245	0.505502	0.303849	0.324462	0.185844	0.185844	0.1807294
94200	-299.9043	-271.1988	-28.70544	2.981275	0.122983	0.325479	0.551538	0.274234	0.312391	0.206688	0.206688	0.1978474
94400	-304.7026	-285.1191	-19.58351	2.256586	0.196118	0.386294	0.417588	0.336733	0.334164	0.164551	0.164551	0.01171854
94600	-300.2965	-273.35	-26.94656	2.947442	0.114366	0.245639	0.639994	0.317679	0.329001	0.17666	0.17666	0.05607916
94800	-299.758	-270.462	-29.29599	3.075612	0.132029	0.373436	0.494535	0.261203	0.306019	0.216389	0.216389	0.1622145
95000	-304.2863	-266.3788	-37.90754	4.077273	0.112598	0.180918	0.706485	0.383617	0.341793	0.137295	0.137295	0.0234501
95200	-299.177	-269.9299	-29.24709	3.204247	0.137935	0.308867	0.553197	0.308717	0.326137	0.182573	0.182573	0.02972219
95400	-302.7147	-282.6088	-20.10588	2.243512	0.165726	0.366605	0.467669	0.311321	0.326999	0.18084	0.18084	0.07557624
95600	-300.7431	-269.3674	-31.37575	3.354861	0.119531	0.274143	0.606327	0.303629	0.324384	0.185994	0.185994	0.09417471
95800	-298.9152	-272.2194	-26.69583	2.962935	0.147761	0.408663	0.443576	0.265554	0.308221	0.213112	0.213112	0.01680035
96000	-300.5702	-273.1332	-27.43699	2.915516	0.105376	0.316026	0.578599	0.25006	0.300034	0.224953	0.224953	0.1390798
96200	-299.7749	-271.1984	-28.5765	3.069108	0.13961	0.412523	0.447867	0.252856	0.301583	0.222781	0.222781	0.09815336
96400	-300.5058	-272.9801	-27.52573	2.893334	0.150883	0.317514	0.531604	0.322126	0.330318	0.173778	0.173778	0.1671582
96600	-304.5016	-276.0061	-28.49553	3.145157	0.174723	0.594292	0.230985	0.227204	0.28615	0.243323	0.243323	0.01403062
96800	-303.5307	-272.2051	-31.32564	3.246043	0.164782	0.373273	0.461946	0.306254	0.325301	0.184222	0.184222	0.1940929
97000	-298.0737	-270.5307	-27.543	2.98998	0.134619	0.337088	0.528293	0.285387	0.317323	0.198645	0.198645	0.07413161
97200	-306.6663	-275.1472	-31.5191	3.422882	0.142364	0.627785	0.22985	0.184853	0.254347	0.2804	0.2804	0.03812641
97400	-300.2299	-274.4216	-25.80822	2.731204	0.154013	0.423495	0.422492	0.266685	0.308781	0.212267	0.212267	0.1569528
97600	-301.975	-278.2666	-23.70844	2.623936	0.184216	0.313482	0.502302	0.370136	0.34031	0.144777	0.144777	0.05529389
97800	-299.9995	-278.8452	-21.15433	2.416988	0.166045	0.501103	0.332852	0.248888	0.299375	0.225869	0.225869	0.008490268
98000	-303.751	-278.4421	-25.30896	2.834818	0.163143	0.553712	0.283145	0.227582	0.286398	0.24301	0.24301	0.005873699
98200	-300.8791	-271.9667	-28.91242	3.097649	0.133832	0.436715	0.429454	0.234568	0.290864	0.237284	0.237284	0.105576
98400	-301.0336	-281.7899	-19.24368	2.227431	0.137449	0.418025	0.444526	0.247445	0.298556	0.227	0.227	0.006833585
98600	-299.4832	-272.9755	-26.50768	2.947041	0.111632	0.401645	0.486724	0.217488	0.279571	0.25147	0.25147	0.01381432
98800	-300.5276	-268.6288	-31.89885	3.437926	0.156038	0.361068	0.482894	0.301752	0.323714	0.187267	0.187267	0.06105301
99000	-304.9672	-283.2522	-21.71505	2.145945	0.14877	0.572347	0.278884	0.206305	0.271479	0.261108	0.261108	0.3270904
99200	-300.8937	-280.8224	-20.07128	2.284652	0.140601	0.370081	0.489318	0.27532	0.312892	0.205894	0.205894	0.03263269
99400	-301.3198	-270.1408	-31.17904	3.405198	0.0983609	0.303369	0.59827	0.244843	0.297058	0.22905	0.22905	0.02233794
99600	-299.9091	-270.1152	-29.79394	3.163671	0.135414	0.380804	0.483782	0.262319	0.306591	0.215545	0.215545	0.1258375
99800	-298.9669	-268.8346	-30.13234	3.295027	0.140474	0.302938	0.556589	0.316802	0.328734	0.177232	0.177232	0.02837601
100000	-300.0816	-279.9	-20.18156	2.314468	0.130334	0.428123	0.441543	0.233383	0.290121	0.238248	0.238248	0.01360778
100200	-303.5568	-276.0439	-27.51289	2.79551	0.165923	0.254759	0.579318	0.394414	0.342583	0.131501	0.131501	0.2608925
100400	-300.2304	-275.2387	-24.99171	2.611481	0.135437	0.35446	0.510103	0.276461	0.313414	0.205063	0.205063	0.1966395
100600	-305.0154	-284.3364	-20.679	2.250434	0.207301	0.482654	0.310045	0.300456	0.323244	0.18815	0.18815	0.1210515
100800	-303.4965	-285.419	-18.07745	2.10385	0.192338	0.700283	0.107379	0.215476	0.278156	0.253184	0.253184	0.01350211
101000	-297.8707	-272.0017	-25.86907	2.89308	0.119888	0.339089	0.541023	0.261207	0.306021	0.216386	0.216386	0.003916422
101200	-300.0175	-274.2383	-25.77915	2.725138	0.136751	0.427804	0.435444	0.242228	0.295523	0.231124	0.231124	0.1643576
101400	-300.2738	-277.0747	-23.19906	2.480436	0.150177	0.36816	0.481663	0.289728	0.319115	0.195578	0.195578	0.1502099
101600	-301.6592	-279.9494	-21.70978	2.460116	0.177586	0.556287	0.266127	0.241985	0.295379	0.231318	0.231318	0.02087853
101800	-301.5148	-278.0522	-23.46252	2.581603	0.185674	0.460309	0.354017	0.287428	0.318174	0.197199	0.197199	0.07356362
102000	-301.3213	-273.9293	-27.392	2.973664	0.142042	0.426572	0.431385	0.249804	0.29989	0.225153	0.225153	0.07279632
102200	-301.8221	-274.1766	-27.64551	2.738702	0.129412	0.395222	0.475366	0.246671	0.298113	0.227608	0.227608	0.3326713
102400	-301.2502	-271.8227	-29.42743	3.166104	0.124706	0.250065	0.62523	0.332752	0.333188	0.16703	0.16703	0.0882593
102600	-301.3623	-270.6647	-30.69766	3.125057	0.10216	0.324162	0.573677	0.239632	0.293972	0.233198	0.233198	0.2550052
102800	-300.071	-272.5321	-27.53894	2.980399	0.157323	0.425665	0.417012	0.269856	0.310325	0.20991	0.20991	0.08469153
103000	-300.631	-278.6056	-22.02546	2.391209	0.143585	0.348436	0.50798	0.291827	0.319956	0.194108	0.194108	0.1212645
103200	-303.4237	-276.5148	-26.90888	2.819439	0.136279	0.452764	0.410957	0.231356	0.288837	0.239904	0.239904	0.1751009
103400	-299.4952	-277.6056	-21.88964	2.492049	0.13568	0.438265	0.426055	0.236399	0.292	0.235801	0.235801	0.007021381
103600	-299.2194	-272.1966	-27.02276	2.992706	0.137543	0.336829	0.525628	0.289947	0.319203	0.195425	0.195425	0.01919609
103800	-307.6516	-291.5597	-16.09188	1.805212	0.185611	0.555224	0.259166	0.250543	0.300303	0.224577	0.224577	0.1132895
104000	-298.9076	-271.8831	-27.02451	2.975019	0.14365	0.346565	0.509785	0.293035	0.320433	0.193266	0.193266	0.03636635
104200	-299.0008	-277.0119	-21.98895	2.503918	0.162963	0.336568	0.500469	0.326232	0.331472	0.171148	0.171148	0.004946844
104400	-299.1481	-276.973	-22.17508	2.520679	0.148844	0.32722	0.523936	0.312656	0.327431	0.179957	0.179957	0.006775783
104600	-298.3516	-272.3536	-25.99793	2.893931	0.154846	0.339153	0.506	0.313454	0.327687	0.17943	0.17943	0.01573151
104800	-299.3071	-270.4257	-28.88141	3.047002	0.145003	0.36194	0.493056	0.286035	0.317595	0.198185	0.198185	0.1502762
105000	-302.2955	-278.6453	-23.65023	2.670369	0.158891	0.394406	0.446702	0.287172	0.318068	0.19738	0.19738	0.004724523
105200	-300.096	-270.5235	-29.57256	3.246454	0.141739	0.247539	0.610721	0.364107	0.339465	0.148214	0.148214	0.02047788
105400	-302.5946	-281.7208	-20.87375	2.384271	0.197077	0.505164	0.297759	0.280641	0.315282	0.202039	0.202039	0.01319938
105600	-299.433	-272.1125	-27.32056	3.011977	0.158859	0.306878	0.534263	0.341091	0.335172	0.161869	0.161869	0.02986298
105800	-303.3616	-272.1748	-31.1868	3.058891	0.141034	0.261411	0.597554	0.350443	0.337123	0.156217	0.156217	0.3590865
106000	-301.5964	-277.7322	-23.86415	2.448816	0.134571	0.336132	0.529297	0.285894	0.317536	0.198285	0.198285	0.2430536
106200	-302.9095	-265.4279	-37.48156	3.902965	0.150578	0.312321	0.537101	0.325293	0.331213	0.171747	0.171747	0.157558
106400	-300.8006	-277.2285	-23.57211	2.580984	0.170449	0.479315	0.350236	0.262324	0.306593	0.215541	0.215541	0.08570592
106600	-304.3932	-279.8225	-24.57068	2.602076	0.116257	0.536717	0.347027	0.178042	0.248451	0.286753	0.286753	0.1643574
106800	-300.013	-277.2748	-22.73824	2.484696	0.169289	0.414974	0.415737	0.289748	0.319123	0.195565	0.195565	0.09716708
107000	-303.4263	-271.0593	-32.36696	3.409711	0.125478	0.422955	0.451568	0.228793	0.287187	0.24201	0.24201	0.1353104
107200	-298.468	-275.543	-22.92504	2.554677	0.147716	0.360558	0.491726	0.290623	0.319475	0.194951	0.194951	0.04758481
107400	-299.1411	-275.7014	-23.43966	2.620022	0.154168	0.385518	0.460315	0.285662	0.317438	0.19845	0.19845	0.03326398
107600	-301.9111	-270.7797	-31.13141	3.344329	0.118454	0.30908	0.572466	0.277064	0.313687	0.204625	0.204625	0.08109365
107800	-300.3162	-267.0547	-33.26148	3.498595	0.130197	0.261042	0.608761	0.332781	0.333195	0.167012	0.167012	0.1385731
108000	-300.1354	-269.3697	-30.76572	3.284716	0.149749	0.373753	0.476498	0.286052	0.317602	0.198173	0.198173	0.1007519
108200	-306.5485	-274.9992	-31.54928	3.37554	0.115371	0.20427	0.680359	0.360939	0.338975	0.150043	0.150043	0.09068639
108400	-298.7574	-269.8237	-28.93369	3.179146	0.129344	0.319763	0.550893	0.288003	0.318411	0.196793	0.196793	0.02362327
108600	-299.1064	-273.9027	-25.20366	2.798816	0.138717	0.352905	0.508378	0.282161	0.315945	0.200947	0.200947	0.03058018
108800	-301.0707	-280.9896	-20.08105	2.313964	0.186442	0.459637	0.353921	0.288575	0.318646	0.196389	0.196389	0.004198038
109000	-300.9386	-276.7596	-24.17902	2.666086	0.146975	0.412387	0.440638	0.262755	0.306813	0.215216	0.215216	0.06222478
109200	-299.689	-276.5008	-23.18821	2.541534	0.163223	0.358991	0.477786	0.31256	0.3274	0.18002	0.18002	0.08624544
109400	-301.3288	-274.2902	-27.03859	2.811913	0.133349	0.272733	0.593918	0.328379	0.332053	0.169784	0.169784	0.1983133
109600	-302.4541	-276.6055	-25.84864	2.848712	0.140939	0.398547	0.460514	0.261247	0.306041	0.216356	0.216356	0.04549128
109800	-300.4906	-276.6248	-23.86579	2.660801	0.113462	0.310095	0.576443	0.267879	0.309367	0.211377	0.211377	0.03632288
110000	-302.1112	-264.2587	-37.85251	4.040582	0.0975782	0.3243	0.578122	0.231295	0.288798	0.239954	0.239954	0.05550922
110200	-299.3751	-269.283	-30.09211	3.303422	0.107843	0.316155	0.576002	0.254348	0.302396	0.221628	0.221628	0.01560306
110400	-302.0882	-265.9386	-36.14958	3.712338	0.109623	0.289636	0.600741	0.274566	0.312545	0.206445	0.206445	0.209467
110600	-300.3676	-275.8004	-24.56719	2.674298	0.113725	0.314418	0.571857	0.265625	0.308256	0.21306	0.21306	0.09372414
110800	-304.5791	-282.4099	-22.16927	2.400022	0.176611	0.388887	0.434502	0.312311	0.32732	0.180184	0.180184	0.1217525
111000	-302.642	-281.9342	-20.70778	2.315728	0.134708	0.53138	0.333912	0.202238	0.268396	0.264683	0.264683	0.06553053
111200	-299.3544	-274.4603	-24.89415	2.79461	0.152404	0.442002	0.405595	0.256397	0.303499	0.220052	0.220052	0.0049022
111400	-301.6573	-276.9181	-24.73914	2.579053	0.161448	0.442284	0.396268	0.267417	0.309141	0.211721	0.211721	0.1983664
111600	-299.8537	-274.1687	-25.68495	2.853313	0.167001	0.318744	0.514255	0.343804	0.335768	0.160214	0.160214	0.0249261
111800	-301.5867	-275.7056	-25.88107	2.870435	0.179844	0.437628	0.382527	0.291259	0.31973	0.194505	0.194505	0.02682657
112000	-301.784	-266.3964	-35.38763	3.710064	0.111093	0.302125	0.586782	0.268848	0.309838	0.210657	0.210657	0.1384396
112200	-301.067	-272.1055	-28.96145	3.064653	0.128314	0.398783	0.472903	0.243436	0.296235	0.230164	0.230164	0.1392382
112400	-302.9941	-280.517	-22.47707	2.300958	0.155958	0.414749	0.429293	0.273272	0.311943	0.207393	0.207393	0.2505904
112600	-304.2423	-278.5631	-25.67921	2.711876	0.148374	0.350398	0.501228	0.297479	0.32214	0.19019	0.19019	0.1639143
112800	-305.1114	-273.037	-32.07442	3.42259	0.146302	0.434226	0.419472	0.252016	0.30112	0.223432	0.223432	0.09233144
113000	-299.9551	-273.7838	-26.17133	2.851801	0.119316	0.281929	0.598755	0.297365	0.322098	0.190269	0.190269	0.07412757
113200	-298.9663	-268.6681	-30.29821	3.265821	0.125966	0.286809	0.587225	0.305169	0.324925	0.184953	0.184953	0.07344202
113400	-299.7942	-276.3713	-23.42296	2.606146	0.119345	0.343022	0.537633	0.258117	0.304412	0.218735	0.218735	0.04510325
113600	-300.5142	-270.6968	-29.81745	3.095155	0.132798	0.373074	0.494128	0.262513	0.30669	0.215399	0.215399	0.1931932
113800	-301.1434	-281.3266	-19.81678	2.225618	0.161841	0.495141	0.343018	0.246341	0.297923	0.227868	0.227868	0.06602791
114000	-300.9218	-268.5255	-32.39632	3.510863	0.0968844	0.354071	0.549044	0.214842	0.277707	0.253725	0.253725	0.03984434
114200	-299.2898	-276.1248	-23.16499	2.536767	0.129578	0.331752	0.538671	0.280879	0.315387	0.201867	0.201867	0.08970333
114400	-306.8153	-264.5501	-42.26522	4.284971	0.093341	0.168358	0.738301	0.356673	0.338265	0.152531	0.152531	0.2471506
114600	-302.1218	-274.8043	-27.3175	2.89343	0.159319	0.348193	0.492488	0.313922	0.327835	0.179121	0.179121	0.1430937
114800	-299.2823	-265.3701	-33.91225	3.675891	0.109198	0.288925	0.601877	0.274282	0.312413	0.206652	0.206652	0.02530717
115000	-301.5874	-276.2812	-25.30619	2.834233	0.181148	0.506819	0.312033	0.263309	0.307094	0.214799	0.214799	0.006546764
115200	-297.8211	-267.9788	-29.84226	3.292121	0.129717	0.310666	0.559618	0.294555	0.321025	0.19221	0.19221	0.002188621
115400	-299.83	-279.0586	-20.77135	2.358061	0.156711	0.322758	0.520531	0.326842	0.331639	0.170759	0.170759	0.02819369
115600	-299.9682	-276.383	-23.58526	2.573045	0.152718	0.418369	0.428912	0.267417	0.309141	0.211721	0.211721	0.09288437
115800	-300.9743	-272.4451	-28.52918	3.101299	0.111564	0.303776	0.58466	0.268609	0.309722	0.210834	0.210834	0.06362949
116000	-302.081	-271.0372	-31.04386	3.027423	0.138017	0.355448	0.506535	0.279689	0.314863	0.202724	0.202724	0.3776626
116200	-300.6357	-278.9213	-21.71441	2.335563	0.132033	0.355229	0.512739	0.270969	0.310857	0.209087	0.209087	0.1440714
116400	-299.0673	-274.129	-24.9383	2.802139	0.151997	0.463426	0.384576	0.24698	0.29829	0.227365	0.227365	0.001816831
116600	-301.0526	-280.1017	-20.95091	2.314384	0.157921	0.382553	0.459526	0.292189	0.3201	0.193856	0.193856	0.08825685
116800	-299.6027	-278.5727	-21.03003	2.410339	0.171618	0.444151	0.384231	0.278705	0.314425	0.203435	0.203435	0.002767975
117000	-302.296	-272.308	-29.98799	2.902801	0.128806	0.359344	0.51185	0.263866	0.307375	0.214379	0.214379	0.3979293
117200	-301.3977	-274.0346	-27.36303	2.936348	0.102756	0.374575	0.522669	0.215273	0.278012	0.253357	0.253357	0.1125308
117400	-300.5847	-273.8533	-26.7314	2.765726	0.146857	0.415699	0.437443	0.261054	0.305942	0.216502	0.216502	0.2147148
117600	-303.3994	-281.3539	-22.04548	2.33663	0.131739	0.403198	0.465063	0.24627	0.297883	0.227923	0.227923	0.1759738
117800	-298.9493	-266.1053	-32.844	3.576296	0.109061	0.300565	0.590374	0.266246	0.308564	0.212595	0.212595	0.01811329
118000	-299.4337	-274.5698	-24.86393	2.761673	0.126922	0.408019	0.465059	0.237264	0.292532	0.235102	0.235102	0.03549709
118200	-301.5621	-267.9873	-33.57475	3.535661	0.12949	0.294715	0.575795	0.305254	0.324954	0.184896	0.184896	0.1315738
118400	-301.6223	-265.9138	-35.70843	3.84586	0.113182	0.29063	0.596189	0.280283	0.315125	0.202296	0.202296	0.03455522
118600	-298.91	-274.7549	-24.15508	2.69351	0.137181	0.428636	0.434183	0.242448	0.295653	0.230949	0.230949	0.03180554
118800	-300.8998	-273.1986	-27.70118	2.941133	0.119045	0.383616	0.497339	0.23683	0.292266	0.235452	0.235452	0.139604
119000	-299.0157	-264.3949	-34.62082	3.761264	0.120669	0.282331	0.597001	0.299426	0.322866	0.188854	0.188854	0.01087211
119200	-299.6524	-278.2924	-21.35999	2.427817	0.142774	0.454976	0.40225	0.238852	0.2935	0.233824	0.233824	0.01808936
119400	-298.513	-269.1743	-29.33869	3.208198	0.110545	0.277835	0.611621	0.28463	0.317003	0.199183	0.199183	0.0353874
119600	-299.0565	-271.3772	-27.67926	3.06526	0.12761	0.38012	0.49227	0.251334	0.300743	0.223961	0.223961	0.01291217
119800	-298.3885	-274.3574	-24.03111	2.644077	0.137931	0.348437	0.513632	0.283593	0.316562	0.199922	0.199922	0.06821112
120000	-304.6195	-261.4883	-43.13122	4.461408	0.104496	0.234268	0.661237	0.308462	0.326052	0.182743	0.182743	0.166482
120200	-302.6018	-283.0289	-19.57289	2.159595	0.18758	0.405679	0.406741	0.316186	0.328544	0.177635	0.177635	0.1036181
120400	-303.3247	-281.5333	-21.79147	2.336076	0.196491	0.484532	0.318977	0.288523	0.318625	0.196426	0.196426	0.1479926
120600	-301.1077	-273.5032	-27.60453	3.03713	0.168951	0.353854	0.477195	0.323163	0.330615	0.173111	0.173111	0.03320747
120800	-301.6934	-275.9481	-25.74525	2.649598	0.161583	0.422859	0.415558	0.276473	0.31342	0.205054	0.205054	0.2271696
121000	-302.1313	-282.7417	-19.38962	2.240041	0.177179	0.571823	0.250998	0.236553	0.292095	0.235676	0.235676	0.008588766
121200	-302.1603	-274.419	-27.7413	2.971793	0.105284	0.276387	0.618329	0.27585	0.313135	0.205507	0.205507	0.1113879
121400	-301.1871	-276.2582	-24.92899	2.780658	0.107073	0.452835	0.440092	0.191233	0.259669	0.274549	0.274549	0.02251314
121600	-300.3269	-272.444	-27.88285	3.040159	0.113218	0.379569	0.507213	0.22975	0.287807	0.241221	0.241221	0.05726463
121800	-299.9624	-275.9144	-24.04793	2.654417	0.13913	0.461148	0.399722	0.231776	0.289105	0.239559	0.239559	0.06030198
122000	-298.2396	-271.0833	-27.15625	3.013038	0.154023	0.375037	0.47094	0.291126	0.319677	0.194598	0.194598	0.01262549
122200	-301.4941	-275.5539	-25.94018	2.764149	0.153881	0.267428	0.578691	0.365245	0.339633	0.147561	0.147561	0.1391348
122400	-300.6773	-270.8605	-29.81677	3.287598	0.146107	0.259459	0.594435	0.360254	0.338865	0.150441	0.150441	0.004118078
122600	-302.2688	-278.0448	-24.22405	2.563798	0.181654	0.452651	0.365695	0.286383	0.31774	0.197939	0.197939	0.1632738
122800	-301.5985	-270.1604	-31.43817	3.207172	0.155682	0.310707	0.533611	0.333802	0.33345	0.166374	0.166374	0.2486645
123000	-299.8348	-274.8972	-24.93753	2.686471	0.14588	0.316695	0.537425	0.315365	0.328289	0.178173	0.178173	0.1145383
123200	-301.2597	-273.124	-28.13569	3.0447	0.16175	0.464753	0.373497	0.258179	0.304444	0.218689	0.218689	0.08047746
123400	-301.1356	-269.8619	-31.27376	3.284579	0.150107	0.308254	0.541638	0.327487	0.331814	0.17035	0.17035	0.1555966
123600	-301.7428	-268.2517	-33.49103	3.55949	0.13792	0.270618	0.591462	0.337595	0.334368	0.164019	0.164019	0.1013711
