Iteration	Posterior	Likelihood	Prior	branch_rates	speciation_rate
0	-687.0901	-668.5249	-18.56521	0.3439442	0.09191245
200	-686.4309	-667.9817	-18.44918	0.2966435	0.1178026
400	-688.7744	-668.6821	-20.09231	0.3524418	0.2194346
600	-685.2582	-667.1019	-18.15625	0.3890672	0.01112371
800	-688.0131	-670.204	-17.80907	0.3589448	0.007140763
1000	-683.9476	-664.7715	-19.17608	0.3801887	0.1084138
1200	-683.1477	-664.4565	-18.69116	0.3860397	0.06101856
1400	-683.9208	-665.3892	-18.53162	0.3468862	0.07996963
1600	-687.5253	-668.8782	-18.64712	0.321339	0.1128324
1800	-682.571	-664.9566	-17.61435	0.3372392	0.009069438
2000	-687.5423	-667.4084	-20.1339	0.3650984	0.2088035
2200	-686.2758	-665.1406	-21.13521	0.3470931	0.3113505
2400	-686.3089	-666.9669	-19.34198	0.3974115	0.1065463
2600	-685.4037	-667.8189	-17.58479	0.3227096	0.02104689
2800	-679.9495	-662.1157	-17.83382	0.3533647	0.01399562
3000	-681.1766	-663.6633	-17.51338	0.3262745	0.009868698
3200	-681.5239	-662.8534	-18.67043	0.3471421	0.09547411
3400	-685.1631	-666.145	-19.01811	0.4377108	0.04460431
3600	-685.9778	-668.8113	-17.16641	0.2810626	0.01962781
3800	-685.5948	-664.9578	-20.63699	0.3690999	0.2531485
4000	-681.8284	-663.404	-18.42433	0.3542223	0.06546096
4200	-682.2781	-664.3517	-17.92634	0.3495416	0.02604281
4400	-684.8888	-666.5807	-18.30808	0.333008	0.07467158
4600	-681.8597	-662.4279	-19.43179	0.2902459	0.216145
4800	-683.5464	-663.8182	-19.72819	0.3455247	0.1880456
5000	-683.5707	-665.5765	-17.99424	0.3286795	0.05221033
5200	-682.5571	-664.3832	-18.17391	0.3469371	0.05027698
5400	-687.5513	-669.4204	-18.13084	0.3021603	0.081808
5600	-689.1866	-669.8995	-19.28716	0.4025042	0.100904
5800	-687.8912	-669.925	-17.96617	0.3342734	0.04348396
6000	-680.2282	-662.2934	-17.93476	0.3614483	0.0159428
6200	-680.88	-663.5374	-17.3426	0.3166858	0.003125565
6400	-693.2022	-674.8413	-18.36095	0.407718	0.01467663
6600	-682.9191	-664.8809	-18.03819	0.3430564	0.04323247
6800	-686.1844	-664.3674	-21.81691	0.3052578	0.4214547
7000	-683.6442	-665.143	-18.50119	0.3184598	0.1013946
7200	-686.1031	-667.8109	-18.29216	0.3165521	0.09117002
7400	-685.6444	-666.4709	-19.1735	0.3636449	0.1225036
7600	-682.8583	-665.1862	-17.67202	0.3107714	0.03699765
7800	-686.5771	-667.2484	-19.32871	0.3801354	0.1208915
8000	-681.1543	-663.6506	-17.50367	0.3127024	0.02111796
8200	-684.2452	-664.5812	-19.66399	0.3579237	0.1739794
8400	-688.5614	-670.1893	-18.3721	0.2713009	0.1308703
8600	-678.242	-660.5002	-17.74182	0.3375788	0.01990158
8800	-683.7851	-665.7375	-18.04756	0.340069	0.04543519
9000	-679.2222	-661.109	-18.11317	0.3128989	0.07320783
9200	-685.581	-664.2099	-21.37118	0.3318374	0.3421771
9400	-683.7809	-665.3641	-18.41683	0.3952267	0.02952864
9600	-689.8377	-670.7107	-19.127	0.3478724	0.1413023
9800	-682.6748	-664.4223	-18.2525	0.3311531	0.07234561
10000	-682.8708	-664.2545	-18.61633	0.3354041	0.0991974
10200	-679.666	-661.3468	-18.31923	0.3516596	0.05793493
10400	-683.1182	-664.9651	-18.15309	0.369606	0.02906252
10600	-684.2897	-666.1601	-18.12962	0.3774601	0.0192127
10800	-684.4335	-665.962	-18.47155	0.3032302	0.1159794
