Iteration	Posterior	Likelihood	Prior	branch_rates	root_freq[1]	root_freq[2]	root_freq[3]	root_freq[4]	speciation_rate
47400	-289.0659	-278.9366	-10.12933	1.373212	0.00444877	0.0342019	0.421821	0.539528	0.05701676
47600	-291.396	-278.9405	-12.4555	1.635062	0.0166327	0.132459	0.0479142	0.802994	0.02927565
47800	-289.6444	-280.3439	-9.300495	1.346097	0.0105893	0.113457	0.817058	0.0588964	0.003740631
48000	-295.1351	-287.7511	-7.384066	1.138475	0.0140362	0.152183	0.676488	0.157293	0.01941254
48200	-293.6063	-280.9358	-12.67047	1.653138	0.0696112	0.0256999	0.0346948	0.869994	0.03224292
48400	-292.49	-279.2749	-13.21512	1.69307	0.0310305	0.076604	0.337395	0.554971	0.04668076
48600	-291.4394	-280.6543	-10.78504	1.444639	0.020978	0.0608017	0.704646	0.213574	0.05222658
48800	-288.505	-280.2359	-8.269138	1.22661	0.0143728	0.0162377	0.938352	0.0310373	0.0192627
49000	-290.6067	-279.4563	-11.15037	1.280471	0.00106891	0.00765467	0.212402	0.778874	0.2431678
49200	-292.139	-280.6969	-11.44213	1.555716	0.0202776	0.200285	0.228134	0.551304	0.008122351
49400	-288.3089	-278.0015	-10.30738	1.386787	0.00207508	0.00971955	0.232062	0.756144	0.06069514
49600	-298.8319	-287.4739	-11.35801	1.210819	0.0281875	0.0278552	0.782548	0.161409	0.317757
49800	-289.6381	-279.7297	-9.908416	1.285185	0.00816591	0.0471242	0.619638	0.325072	0.1197906
50000	-294.376	-285.8805	-8.495519	1.238194	0.137604	0.133645	0.345808	0.382943	0.02989305
50200	-295.4602	-283.2225	-12.2377	1.583701	0.0111491	0.147942	0.0115775	0.829332	0.05541985
50400	-290.3968	-278.9368	-11.46003	1.538528	0.0354716	0.0531193	0.112307	0.799102	0.02588887
50600	-292.4392	-281.1445	-11.29465	1.45419	0.00775303	0.116074	0.857458	0.018715	0.09017734
