Iteration	Posterior	Likelihood	Prior	branch_rates	speciation_rate
0	-732.9195	-714.7063	-18.21318	0.2999758	0.09548377
200	-735.4202	-718.4318	-16.98836	0.2766182	0.007335073
400	-733.7624	-715.9221	-17.84036	0.3082253	0.05593674
600	-731.6099	-714.2846	-17.3253	0.3168531	0.001487223
800	-744.0805	-722.5768	-21.50366	0.3573896	0.3397952
1000	-735.917	-718.2855	-17.63151	0.2998387	0.04518371
1200	-735.1777	-717.1638	-18.01393	0.3445728	0.03965263
1400	-739.4496	-721.3119	-18.13765	0.3316666	0.06197447
1600	-739.2986	-721.5522	-17.74639	0.2994645	0.05375837
1800	-738.0597	-718.8985	-19.16128	0.2844592	0.1890183
2000	-735.4679	-717.2786	-18.1893	0.3334867	0.06428949
2200	-735.1876	-717.3051	-17.88248	0.3657465	0.007902176
2400	-732.8634	-715.8823	-16.98108	0.274867	0.008268744
2600	-733.0717	-715.2852	-17.78654	0.3431986	0.0187942
2800	-735.4075	-715.7644	-19.64308	0.300776	0.2178869
3000	-739.3699	-721.0402	-18.3297	0.36917	0.04880572
3200	-736.1824	-715.3937	-20.78876	0.3135926	0.3124546
3400	-735.9088	-716.5467	-19.3621	0.3190381	0.1781145
3600	-736.4215	-719.0148	-17.40676	0.2699784	0.05131308
3800	-736.0405	-718.2309	-17.80959	0.3273967	0.03585169
4000	-738.4415	-720.3637	-18.07775	0.3365479	0.05210718
4200	-741.737	-723.0044	-18.73254	0.3891714	0.06796428
4400	-739.3836	-721.3501	-18.03349	0.3230856	0.06203465
4600	-740.915	-722.8656	-18.0494	0.3323253	0.0529283
4800	-738.698	-720.5683	-18.12966	0.3220472	0.07352408
5000	-733.3741	-713.9193	-19.45476	0.3324676	0.1794577
5200	-737.5363	-720.5997	-16.93655	0.2618495	0.01650088
5400	-736.537	-718.544	-17.99299	0.3736037	0.01125003
5600	-735.2553	-718.2232	-17.03215	0.2754551	0.01235396
5800	-737.9044	-720.8127	-17.09176	0.27005	0.02247793
6000	-735.6189	-717.0724	-18.54643	0.3044659	0.1186911
6200	-740.9323	-721.1874	-19.74491	0.3304496	0.2043545
6400	-734.4138	-717.1652	-17.2486	0.2738037	0.03287894
6600	-736.1502	-717.8627	-18.28757	0.3261961	0.08114002
6800	-739.3509	-721.4572	-17.8937	0.3121038	0.05539843
7000	-737.2005	-719.6658	-17.53468	0.3040481	0.03170264
7200	-732.9984	-715.2945	-17.7039	0.3038429	0.0474024
7400	-737.6708	-719.9538	-17.71701	0.3064637	0.04490227
7600	-740.4108	-721.5179	-18.89285	0.4074029	0.06289074
7800	-735.5148	-716.9325	-18.5823	0.2890584	0.1373249
8000	-734.1174	-716.4545	-17.66295	0.320879	0.02764962
8200	-734.5706	-717.123	-17.4477	0.2882769	0.03827557
8400	-735.4147	-718.5184	-16.89625	0.2746257	0.0008880988
8600	-730.2115	-712.6917	-17.5198	0.312508	0.023002
8800	-735.2362	-716.2505	-18.98572	0.3549557	0.1172992
9000	-735.6865	-718.1952	-17.49132	0.3049594	0.02717247
9200	-739.1972	-718.5189	-20.6783	0.2880142	0.3329031
9400	-737.4557	-719.5891	-17.86656	0.3245764	0.04437547
9600	-737.7465	-720.2486	-17.49794	0.3202422	0.01356693
9800	-733.3808	-716.089	-17.2918	0.3029791	0.01123904
10000	-735.262	-716.9741	-18.28791	0.3212388	0.08329808
10200	-736.6134	-716.4318	-20.18157	0.2972613	0.2623316
10400	-734.7318	-716.2921	-18.43963	0.2728902	0.1381604
10600	-740.4381	-721.8428	-18.59532	0.4136841	0.02935993
10800	-736.2373	-718.3766	-17.86074	0.3216597	0.04578534
11000	-735.9599	-718.1639	-17.79607	0.2864897	0.07159617
11200	-736.8452	-719.7503	-17.09494	0.2940431	0.00133079
11400	-734.7024	-717.405	-17.29737	0.3012426	0.01282158
11600	-739.9764	-721.4832	-18.49313	0.3301218	0.09718195
11800	-741.2948	-723.4002	-17.89463	0.3395622	0.03319529
12000	-734.185	-715.5496	-18.63537	0.2692376	0.1587091
12200	-739.5971	-721.3244	-18.27267	0.3041734	0.1001366
12400	-738.2625	-720.894	-17.36847	0.2989637	0.02183698
12600	-738.4023	-718.9043	-19.49797	0.3104665	0.2085791
12800	-730.4736	-713.248	-17.22556	0.2875237	0.01869128
13000	-736.0848	-718.4766	-17.6082	0.2522209	0.08264207
13200	-738.0527	-720.5276	-17.52513	0.3193466	0.01697751
13400	-733.042	-715.5378	-17.50419	0.3013059	0.0326951
13600	-736.7777	-719.9112	-16.86644	0.2593304	0.01214137
13800	-737.723	-719.0257	-18.69736	0.3074723	0.1321428
14000	-745.8747	-727.8662	-18.00858	0.3520346	0.0321671
14200	-737.1318	-717.7601	-19.37174	0.3093505	0.1907761
14400	-735.2592	-717.5836	-17.67555	0.3339816	0.01746994
14600	-731.514	-713.9135	-17.60049	0.273987	0.06287785
14800	-736.1979	-716.2237	-19.97421	0.3098762	0.2375632
15000	-737.4788	-720.1768	-17.302	0.2885746	0.02479561
15200	-731.8242	-714.1544	-17.66979	0.2741871	0.06987872
15400	-731.9571	-714.246	-17.71111	0.319998	0.032951
15600	-738.952	-721.548	-17.404	0.3166148	0.008975752
15800	-734.1045	-716.2587	-17.8458	0.323592	0.04454196
16000	-736.0277	-714.9337	-21.09398	0.3244544	0.3279643
16200	-738.0649	-720.6769	-17.38803	0.2749048	0.04448791
16400	-734.7494	-717.629	-17.1204	0.2843995	0.01213585
16600	-737.1176	-719.4431	-17.67455	0.3353011	0.01671702
16800	-732.4712	-714.1855	-18.28578	0.3095851	0.09289508
17000	-737.007	-718.5111	-18.49589	0.3264445	0.09494499
17200	-733.3013	-715.2713	-18.03003	0.2659362	0.1098334
17400	-737.351	-719.7685	-17.58248	0.2926201	0.04638724
17600	-733.6357	-714.3975	-19.23818	0.3444014	0.1475286
17800	-735.617	-717.9575	-17.65958	0.284138	0.06008769
18000	-735.0158	-715.4892	-19.52659	0.3059464	0.2087515
18200	-741.4934	-722.5573	-18.93609	0.3151982	0.1493968
18400	-734.934	-715.2747	-19.65928	0.3214831	0.2030289
18600	-735.798	-718.363	-17.43503	0.2857757	0.03931557
18800	-737.6402	-719.8339	-17.80627	0.2934483	0.06675996
19000	-734.5657	-716.0621	-18.50369	0.3061365	0.1180597
19200	-736.4811	-715.3795	-21.1016	0.3384939	0.3148584
19400	-744.0304	-722.2486	-21.78177	0.3102915	0.4036771
19600	-733.4407	-715.7163	-17.72435	0.2896747	0.06177758
19800	-743.4662	-723.5392	-19.92696	0.299089	0.2511957
20000	-739.6969	-720.4176	-19.27927	0.29935	0.1926504
20200	-738.0665	-717.202	-20.86444	0.3026137	0.3198162
20400	-737.3271	-719.3304	-17.99672	0.2960396	0.08118309
20600	-743.5153	-723.6799	-19.8354	0.2772186	0.2591441
20800	-736.4696	-718.8392	-17.63037	0.3454934	0.003220406
21000	-732.2333	-714.7957	-17.43759	0.3077887	0.01989205
21200	-734.1974	-715.8217	-18.37563	0.3017904	0.1070203
21400	-735.4513	-717.306	-18.14525	0.2564057	0.1268838
21600	-739.5322	-720.5654	-18.96675	0.305319	0.155873
21800	-738.375	-721.351	-17.02399	0.2537928	0.03116238
22000	-735.1247	-717.5442	-17.58051	0.2893904	0.05200212
22200	-735.4583	-718.1581	-17.30021	0.2908977	0.0218999
22400	-734.9415	-717.5682	-17.37329	0.3064579	0.01463765
22600	-739.3828	-721.1042	-18.27859	0.3107335	0.09575793
22800	-733.8442	-716.5757	-17.26849	0.3064382	0.005734938
23000	-742.417	-720.6411	-21.7759	0.2631507	0.4435593
23200	-736.0081	-717.536	-18.47207	0.3566736	0.07077121
23400	-740.8159	-722.8639	-17.95199	0.3717749	0.008472028
23600	-735.0494	-717.5193	-17.53008	0.3259398	0.01170153
23800	-737.1989	-719.2947	-17.90423	0.2802639	0.08560332
24000	-734.1496	-716.8014	-17.3482	0.3136429	0.006357578
24200	-733.5525	-715.4	-18.1525	0.3062927	0.08540674
24400	-735.0729	-717.8351	-17.2378	0.2734334	0.03260924
24600	-735.0562	-717.457	-17.59919	0.2802091	0.05758695
24800	-737.6842	-720.6401	-17.04414	0.2401196	0.04427966
25000	-744.5324	-722.6002	-21.93221	0.3561738	0.3748229
25200	-740.0854	-719.7673	-20.31811	0.3620685	0.2283428
25400	-733.5667	-715.6277	-17.93897	0.3271198	0.04640358
25600	-735.981	-718.5443	-17.43672	0.320866	0.007984668
25800	-732.3553	-714.4086	-17.94667	0.3003795	0.07300671
26000	-737.7692	-720.029	-17.74019	0.2888657	0.06703855
26200	-733.8349	-715.6683	-18.16658	0.3459717	0.05242549
26400	-734.9112	-717.2415	-17.66969	0.31126	0.03769707
26600	-732.4776	-715.0767	-17.40091	0.3091271	0.0152
26800	-732.2911	-713.8889	-18.40217	0.3114591	0.103968
27000	-736.9625	-718.0042	-18.95836	0.3730472	0.09842684
27200	-742.1989	-723.333	-18.8659	0.3318869	0.1216603
27400	-739.524	-722.4833	-17.04068	0.2573221	0.02930263
27600	-737.4973	-719.5931	-17.90428	0.3396278	0.03290467
27800	-736.4743	-718.8735	-17.60079	0.2992867	0.04266196
28000	-739.8995	-722.5597	-17.33979	0.3035104	0.0151439
28200	-735.8165	-716.1276	-19.68894	0.317724	0.2102775
28400	-730.0382	-712.4509	-17.58727	0.3076092	0.0325958
28600	-733.4861	-715.855	-17.63112	0.3356361	0.01245372
