Iteration	Posterior	Likelihood	Prior	branch_rates	q[1]	q[2]	q[3]	root_freq[1]	root_freq[2]	root_freq[3]	root_freq[4]	speciation_rate
41400	-305.6306	-283.0313	-22.59926	2.241939	0.163419	0.608433	0.228148	0.211724	0.27547	0.256403	0.256403	0.3113196
41600	-301.6077	-282.4002	-19.20746	2.229033	0.181155	0.36014	0.458705	0.33467	0.333664	0.165833	0.165833	0.001820967
41800	-304.7304	-286.171	-18.55936	2.074398	0.156319	0.467117	0.376564	0.250737	0.300412	0.224425	0.224425	0.09258292
42000	-301.288	-276.1935	-25.09454	2.725226	0.151373	0.29565	0.552977	0.338625	0.334609	0.163383	0.163383	0.09433053
42200	-301.4677	-272.4617	-29.00606	3.039689	0.110792	0.237431	0.651777	0.318164	0.329148	0.176344	0.176344	0.1673318
42400	-301.3192	-277.1088	-24.21042	2.63834	0.133765	0.471406	0.394828	0.221037	0.282022	0.24847	0.24847	0.09149816
42600	-308.2497	-285.3278	-22.92192	2.424404	0.218231	0.539634	0.242135	0.287955	0.318391	0.196827	0.196827	0.1654034
42800	-298.3363	-276.3028	-22.0335	2.500734	0.154068	0.39758	0.448352	0.279287	0.314685	0.203014	0.203014	0.01262066
43000	-299.8846	-271.1063	-28.77831	2.982032	0.123357	0.292082	0.58456	0.296932	0.321934	0.190567	0.190567	0.2018196
43200	-300.6746	-276.2303	-24.44426	2.752421	0.168772	0.411235	0.419993	0.290983	0.31962	0.194699	0.194699	0.00214591
43400	-301.8384	-270.7387	-31.09968	3.377271	0.158189	0.296712	0.545099	0.347743	0.336589	0.157834	0.157834	0.04267729
43600	-298.4211	-274.5902	-23.83084	2.672332	0.152962	0.378401	0.468637	0.287867	0.318355	0.196889	0.196889	0.02080243
43800	-301.1174	-273.9086	-27.20883	2.86957	0.168507	0.349792	0.481701	0.325115	0.331164	0.171861	0.171861	0.1582344
44000	-301.1756	-275.1674	-26.00827	2.878101	0.169408	0.378259	0.452333	0.309327	0.326341	0.182166	0.182166	0.03225363
44200	-302.5286	-277.7526	-24.77599	2.560795	0.156047	0.472855	0.371098	0.248126	0.298943	0.226465	0.226465	0.2291816
44400	-300.2356	-274.0786	-26.15702	2.909799	0.172285	0.446311	0.381404	0.27851	0.314338	0.203576	0.203576	0.01618173
44600	-301.1544	-271.875	-29.27938	2.910358	0.136755	0.373123	0.490122	0.268212	0.309529	0.21113	0.21113	0.3306829
44800	-303.9329	-272.1444	-31.78853	3.27955	0.110044	0.418716	0.47124	0.208117	0.272828	0.259527	0.259527	0.2076974
45000	-301.6854	-272.3175	-29.36793	3.084162	0.173895	0.350524	0.475581	0.331595	0.332894	0.167756	0.167756	0.1610882
45200	-300.3537	-273.3984	-26.95528	2.823678	0.158385	0.320451	0.521165	0.33077	0.332681	0.168274	0.168274	0.1802848
45400	-298.8472	-269.7143	-29.13293	3.187048	0.139648	0.35047	0.509882	0.284927	0.317129	0.198972	0.198972	0.03667891
45600	-301.1837	-278.8366	-22.3471	2.442271	0.134927	0.43544	0.429634	0.236561	0.2921	0.235669	0.235669	0.1033797
45800	-300.0313	-268.3583	-31.67303	3.272668	0.126773	0.324731	0.548496	0.280779	0.315343	0.201939	0.201939	0.2069006
46000	-298.9104	-275.6044	-23.30604	2.579889	0.156978	0.371451	0.471571	0.297065	0.321985	0.190475	0.190475	0.06016628
46200	-302.4832	-272.7605	-29.72271	3.267671	0.1562	0.381234	0.462566	0.29064	0.319483	0.194939	0.194939	0.01443381
46400	-299.1349	-269.8915	-29.24333	3.189737	0.120748	0.251903	0.627349	0.324024	0.330859	0.172559	0.172559	0.04482968
46600	-299.7044	-270.2607	-29.4437	3.144036	0.157835	0.326459	0.515706	0.325907	0.331383	0.171355	0.171355	0.1087717
46800	-300.6248	-270.4506	-30.17418	3.058936	0.120489	0.299018	0.580493	0.287215	0.318086	0.197349	0.197349	0.2714418
47000	-299.7364	-273.7533	-25.98312	2.789619	0.143336	0.402339	0.454326	0.262676	0.306773	0.215275	0.215275	0.1184783
47200	-302.1156	-276.3419	-25.7737	2.838306	0.193416	0.418536	0.388049	0.316064	0.328506	0.177715	0.177715	0.04759722
47400	-298.5656	-269.0605	-29.50503	3.241971	0.118494	0.252679	0.628828	0.319242	0.329472	0.175643	0.175643	0.01829224
47600	-299.65	-274.1076	-25.54237	2.830977	0.130804	0.468375	0.400821	0.218306	0.28014	0.250777	0.250777	0.03344332
47800	-301.9239	-276.0149	-25.90903	2.842517	0.130055	0.248635	0.62131	0.343434	0.335688	0.160439	0.160439	0.05685755
48000	-300.6127	-268.9176	-31.69506	3.320377	0.10323	0.264843	0.631927	0.28046	0.315203	0.202169	0.202169	0.1568374
48200	-299.7869	-270.896	-28.8909	3.124143	0.127987	0.399001	0.473012	0.242866	0.2959	0.230617	0.230617	0.07434702
48400	-301.4649	-265.6178	-35.84715	3.889538	0.136147	0.309557	0.554295	0.305466	0.325028	0.184753	0.184753	0.005159115
48600	-297.6077	-272.0014	-25.6063	2.861095	0.124142	0.341274	0.534584	0.266733	0.308805	0.212231	0.212231	0.00963053
48800	-301.7069	-275.8145	-25.89245	2.781487	0.182987	0.334064	0.482949	0.353906	0.337773	0.154161	0.154161	0.1158325
49000	-300.8028	-275.9744	-24.82832	2.786878	0.163974	0.374789	0.461238	0.304352	0.324639	0.185504	0.185504	0.005964514
49200	-298.6313	-271.1808	-27.45055	2.945875	0.135239	0.317739	0.547022	0.298556	0.322543	0.18945	0.18945	0.1091777
49400	-301.0648	-271.777	-29.28783	3.058543	0.135458	0.295547	0.568995	0.314284	0.32795	0.178883	0.178883	0.176993
49600	-301.1816	-280.7891	-20.39253	2.301488	0.147227	0.536838	0.315936	0.215224	0.277978	0.253399	0.253399	0.0467946
49800	-299.1011	-274.3873	-24.71375	2.725309	0.138655	0.331513	0.529832	0.294905	0.32116	0.191967	0.191967	0.0547214
50000	-301.4876	-266.2284	-35.25917	3.796204	0.138205	0.235316	0.626479	0.370007	0.340293	0.14485	0.14485	0.03922987
50200	-300.0757	-269.4504	-30.62527	3.235503	0.127849	0.252575	0.619576	0.33607	0.334005	0.164962	0.164962	0.1355552
50400	-298.0094	-269.1294	-28.87998	3.174543	0.131082	0.30472	0.564198	0.300784	0.323363	0.187926	0.187926	0.02321899
50600	-299.023	-273.4332	-25.58978	2.850221	0.117152	0.358828	0.52402	0.246127	0.2978	0.228036	0.228036	0.01916584
50800	-304.8891	-277.9592	-26.92994	2.747262	0.128934	0.196887	0.674179	0.395719	0.342656	0.130813	0.130813	0.2537516
51000	-300.3457	-271.564	-28.78169	3.026846	0.126419	0.403138	0.470443	0.238726	0.293424	0.233925	0.233925	0.1627344
51200	-300.5976	-271.9511	-28.64648	2.969028	0.136468	0.283384	0.580149	0.325038	0.331143	0.17191	0.17191	0.2009737
51400	-298.5948	-271.7156	-26.87915	2.979817	0.111847	0.344421	0.543732	0.245135	0.297227	0.228819	0.228819	0.01808268
51600	-301.3576	-265.0061	-36.35152	3.824919	0.125285	0.297279	0.577435	0.296488	0.321766	0.190873	0.190873	0.1191631
51800	-300.7072	-269.6425	-31.06467	3.303683	0.137846	0.409044	0.45311	0.252054	0.301141	0.223402	0.223402	0.1122135
52000	-300.7655	-274.8433	-25.9222	2.898282	0.129739	0.316697	0.553564	0.29061	0.31947	0.19496	0.19496	0.003886908
52200	-302.8314	-273.9141	-28.91727	2.91961	0.123698	0.279398	0.596904	0.306869	0.325511	0.18381	0.18381	0.2800734
52400	-300.397	-272.654	-27.743	2.990419	0.111654	0.237779	0.650567	0.319529	0.329557	0.175457	0.175457	0.09162359
52600	-297.9699	-270.5338	-27.43611	3.041056	0.132282	0.280036	0.587682	0.320825	0.32994	0.174618	0.174618	0.01238656
52800	-300.5875	-272.8985	-27.68904	2.999452	0.145074	0.257594	0.597332	0.360281	0.338869	0.150425	0.150425	0.07874594
53000	-298.8391	-268.1485	-30.69056	3.312722	0.11906	0.27964	0.6013	0.298621	0.322568	0.189406	0.189406	0.06629789
53200	-302.3431	-284.4527	-17.89041	2.096063	0.161427	0.36389	0.474683	0.307294	0.325657	0.183524	0.183524	0.002945405
53400	-298.727	-270.9627	-27.76429	2.997369	0.117626	0.312158	0.570216	0.273687	0.312137	0.207088	0.207088	0.08920858
53600	-299.6853	-275.0836	-24.60169	2.689553	0.160749	0.410176	0.429076	0.281559	0.315683	0.201379	0.201379	0.0807501
53800	-301.1185	-265.5532	-35.5653	3.639143	0.11011	0.324246	0.565644	0.253501	0.301936	0.222281	0.222281	0.2303452
54000	-302.7725	-282.8612	-19.91125	2.264901	0.136267	0.455756	0.407977	0.230171	0.288078	0.240875	0.240875	0.03533015
54200	-301.4048	-274.9235	-26.48129	2.704938	0.121525	0.382274	0.496201	0.241218	0.294923	0.23193	0.23193	0.2512551
54400	-303.4964	-276.8348	-26.66151	2.692454	0.125549	0.227127	0.647325	0.355989	0.338146	0.152932	0.152932	0.2785151
54600	-301.6753	-268.5075	-33.1678	3.587204	0.126726	0.29568	0.577594	0.30001	0.323081	0.188455	0.188455	0.04045381
54800	-298.5529	-276.4001	-22.15285	2.481012	0.141443	0.355991	0.502566	0.284345	0.316882	0.199387	0.199387	0.04394205
55000	-303.8277	-281.5609	-22.26675	2.523344	0.186427	0.56008	0.253493	0.249733	0.29985	0.225209	0.225209	0.01269688
55200	-299.7479	-267.7384	-32.00942	3.433719	0.121328	0.295288	0.583383	0.291223	0.319716	0.194531	0.194531	0.07855726
55400	-302.8907	-273.5268	-29.36391	2.810941	0.135926	0.437821	0.426254	0.236909	0.292314	0.235388	0.235388	0.4349755
55600	-300.2147	-270.3837	-29.83104	3.270897	0.157768	0.387809	0.454422	0.289177	0.318891	0.195966	0.195966	0.02205112
55800	-299.339	-274.0552	-25.28382	2.736269	0.132195	0.33926	0.528544	0.280398	0.315176	0.202213	0.202213	0.1014012
56000	-299.5531	-268.6617	-30.89137	3.306921	0.106125	0.297259	0.596616	0.263087	0.306982	0.214966	0.214966	0.09314041
56200	-298.6047	-266.9899	-31.61485	3.415541	0.133927	0.335026	0.531047	0.285588	0.317407	0.198503	0.198503	0.05623896
56400	-300.0553	-272.0137	-28.04161	2.928828	0.129037	0.353037	0.517926	0.26767	0.309265	0.211533	0.211533	0.1811012
56600	-303.0881	-274.4328	-28.65537	2.991713	0.117881	0.269292	0.612827	0.304466	0.324679	0.185427	0.185427	0.1792901
56800	-300.5793	-273.6466	-26.93261	2.910575	0.110206	0.41212	0.477673	0.210991	0.274938	0.257035	0.257035	0.09430808
57000	-300.5501	-268.0606	-32.4895	3.412203	0.110978	0.322244	0.566777	0.256169	0.303377	0.220227	0.220227	0.1474527
57200	-303.4261	-279.2809	-24.14524	2.688093	0.177658	0.252042	0.5703	0.413447	0.343145	0.121704	0.121704	0.03571531
57400	-299.1605	-269.3068	-29.85366	3.235291	0.14987	0.348562	0.501567	0.300683	0.323327	0.187995	0.187995	0.05912896
57600	-297.7437	-273.212	-24.53176	2.760392	0.141291	0.322863	0.535846	0.304406	0.324658	0.185468	0.185468	0.002853104
57800	-299.367	-268.9699	-30.39715	3.333643	0.114217	0.235204	0.650579	0.326876	0.331648	0.170738	0.170738	0.01629824
58000	-299.4504	-272.3608	-27.08955	2.839131	0.129612	0.347394	0.522994	0.271719	0.311213	0.208534	0.208534	0.1772018
58200	-300.6927	-275.3275	-25.36513	2.837213	0.181011	0.407978	0.411011	0.307325	0.325667	0.183504	0.183504	0.009179562
58400	-301.5323	-265.5229	-36.00942	3.742225	0.127035	0.344066	0.528899	0.269656	0.310229	0.210058	0.210058	0.1729074
58600	-299.2067	-268.4709	-30.73577	3.381489	0.11404	0.386025	0.499935	0.228051	0.286704	0.242622	0.242622	0.002235591
58800	-301.0748	-270.2927	-30.78208	3.31091	0.135119	0.397971	0.46691	0.253464	0.301915	0.222311	0.222311	0.07602657
59000	-300.1318	-273.013	-27.11879	2.894784	0.144895	0.390488	0.464618	0.270638	0.310699	0.209332	0.209332	0.1272747
59200	-300.5877	-273.9716	-26.61609	2.857458	0.150551	0.312322	0.537126	0.325254	0.331203	0.171772	0.171772	0.1161421
59400	-302.4322	-284.2168	-18.21536	2.126149	0.134076	0.535854	0.330069	0.200134	0.266771	0.266547	0.266547	0.005464149
59600	-300.1092	-276.0937	-24.01551	2.603345	0.143796	0.34248	0.513724	0.295709	0.321469	0.191411	0.191411	0.1058932
59800	-301.8778	-279.509	-22.36878	2.540178	0.150271	0.601993	0.247736	0.199758	0.266478	0.266882	0.266882	0.006746417
60000	-300.9405	-277.3268	-23.61369	2.620074	0.167842	0.29049	0.541668	0.366202	0.339771	0.147014	0.147014	0.0512119
60200	-298.7192	-271.5836	-27.13564	3.022199	0.127347	0.324049	0.548604	0.282117	0.315926	0.200978	0.200978	0.001437024
60400	-301.5428	-281.2147	-20.3281	2.275575	0.178731	0.476147	0.345122	0.272923	0.31178	0.207649	0.207649	0.06505856
60600	-297.9405	-269.0828	-28.85767	3.188066	0.133126	0.298542	0.568332	0.3084	0.326031	0.182785	0.182785	0.007653132
60800	-302.7982	-284.6798	-18.11834	2.025151	0.183046	0.473997	0.342957	0.278591	0.314374	0.203518	0.203518	0.09393244
61000	-299.5657	-274.3802	-25.18554	2.76509	0.120186	0.367296	0.512518	0.246545	0.298041	0.227707	0.227707	0.06407467
61200	-299.021	-271.9041	-27.1169	2.920051	0.128828	0.330996	0.540176	0.280168	0.315074	0.202379	0.202379	0.1027867
61400	-300.2239	-271.3366	-28.88731	2.975181	0.150871	0.363107	0.486022	0.293537	0.320629	0.192917	0.192917	0.2203422
61600	-299.027	-268.1225	-30.90453	3.367084	0.111285	0.316733	0.571982	0.260002	0.305398	0.2173	0.2173	0.03305393
61800	-298.5786	-272.0202	-26.55832	2.964681	0.159122	0.372653	0.468225	0.299228	0.322793	0.18899	0.18899	0.00123771
62000	-299.7061	-277.0237	-22.6824	2.547947	0.120291	0.32679	0.552919	0.269059	0.30994	0.210501	0.210501	0.03040336
62200	-303.8378	-280.2803	-23.55753	2.421247	0.168141	0.509775	0.322083	0.248027	0.298887	0.226543	0.226543	0.2364757
62400	-300.5224	-272.4355	-28.08692	3.110475	0.106022	0.222398	0.671579	0.322825	0.330518	0.173329	0.173329	0.008387744
62600	-301.9582	-279.6357	-22.32247	2.449072	0.189419	0.392779	0.417802	0.325352	0.33123	0.171709	0.171709	0.09041296
62800	-299.8134	-272.2607	-27.55271	2.948351	0.142834	0.322333	0.534833	0.30706	0.325577	0.183682	0.183682	0.1151367
63000	-300.4235	-276.7092	-23.71429	2.514131	0.141439	0.335016	0.523545	0.296856	0.321906	0.190619	0.190619	0.162516
63200	-299.747	-274.4886	-25.25846	2.770699	0.117392	0.292337	0.59027	0.286512	0.317794	0.197847	0.197847	0.06524683
63400	-302.7739	-280.6903	-22.08369	2.510142	0.175721	0.693651	0.130628	0.202124	0.268308	0.264784	0.264784	0.008021298
63600	-300.4635	-267.3135	-33.14998	3.543038	0.117896	0.305241	0.576863	0.278623	0.314388	0.203494	0.203494	0.08131816
63800	-303.7754	-269.5144	-34.26092	3.188734	0.149292	0.32143	0.529278	0.317156	0.328842	0.177001	0.177001	0.537608
64000	-301.9385	-278.7571	-23.18147	2.549205	0.148214	0.593583	0.258203	0.199804	0.266514	0.266841	0.266841	0.07791551
64200	-302.1991	-279.045	-23.15405	2.582366	0.119872	0.319755	0.560373	0.272668	0.311661	0.207836	0.207836	0.04279414
64400	-298.5699	-272.8638	-25.70611	2.87217	0.154215	0.423385	0.4224	0.266993	0.308932	0.212038	0.212038	0.008520919
64600	-298.3963	-265.7045	-32.69183	3.565184	0.121754	0.284405	0.593841	0.29977	0.322992	0.188619	0.188619	0.0141084
64800	-301.6857	-267.9534	-33.73229	3.651757	0.134046	0.387367	0.478586	0.257082	0.303864	0.219527	0.219527	0.03133552
65000	-299.9603	-269.4785	-30.48179	3.206962	0.104054	0.295542	0.600404	0.260398	0.305603	0.217	0.217	0.1526271
65200	-300.7133	-269.8093	-30.90396	3.308663	0.136721	0.2678	0.595478	0.337983	0.334459	0.163779	0.163779	0.09050766
65400	-298.5685	-272.9182	-25.65026	2.831629	0.155057	0.389016	0.455927	0.284993	0.317156	0.198925	0.198925	0.04298258
65600	-301.3173	-270.4044	-30.91285	3.28603	0.111895	0.387412	0.500694	0.2241	0.284093	0.245903	0.245903	0.1143664
65800	-300.6705	-268.605	-32.06544	3.378018	0.133737	0.359155	0.507108	0.271331	0.311029	0.20882	0.20882	0.137609
66000	-299.1316	-274.1766	-24.95497	2.716605	0.139439	0.322088	0.538473	0.302126	0.323849	0.187013	0.187013	0.0897206
66200	-299.226	-268.9126	-30.31344	3.222095	0.127884	0.351172	0.520945	0.26695	0.308911	0.212069	0.212069	0.1181458
66400	-298.214	-272.8661	-25.34786	2.780902	0.139882	0.383416	0.476703	0.267308	0.309087	0.211802	0.211802	0.06423507
66600	-298.9543	-276.8985	-22.05578	2.488946	0.16206	0.35139	0.486549	0.315629	0.328371	0.178	0.178	0.02604649
66800	-300.0856	-273.4164	-26.66914	2.82647	0.16237	0.387346	0.450284	0.295371	0.32134	0.191645	0.191645	0.1479915
67000	-298.8043	-272.3401	-26.46418	2.892609	0.141318	0.352162	0.50652	0.28637	0.317735	0.197948	0.197948	0.06204042
67200	-306.2131	-281.9429	-24.27013	2.544379	0.202629	0.597546	0.199824	0.253231	0.301788	0.22249	0.22249	0.1872803
67400	-299.5755	-275.795	-23.78047	2.581281	0.147056	0.369185	0.483758	0.28486	0.3171	0.19902	0.19902	0.1058824
67600	-298.3653	-276.5923	-21.77306	2.485536	0.133826	0.385388	0.480786	0.257747	0.304216	0.219019	0.219019	0.001875769
67800	-300.5208	-273.1997	-27.32111	2.926051	0.140677	0.418413	0.44091	0.251618	0.300901	0.223741	0.223741	0.1177807
68000	-299.4374	-275.3492	-24.08819	2.654951	0.147983	0.416926	0.43509	0.26196	0.306407	0.215817	0.215817	0.06238782
68200	-300.3003	-273.3268	-26.97351	3.002698	0.165007	0.433044	0.401949	0.275908	0.313162	0.205465	0.205465	0.004698916
68400	-304.0133	-277.299	-26.71428	2.808626	0.185858	0.532336	0.281806	0.258785	0.304763	0.218226	0.218226	0.1704389
68600	-300.2808	-276.6372	-23.6436	2.667885	0.132804	0.288906	0.57829	0.314918	0.328149	0.178466	0.178466	0.00655455
68800	-300.6724	-273.3945	-27.27796	2.823563	0.146549	0.381559	0.471891	0.277498	0.313884	0.204309	0.204309	0.2110654
69000	-302.9531	-279.2144	-23.73875	2.630115	0.180917	0.640084	0.178999	0.220361	0.28156	0.249039	0.249039	0.05108852
69200	-300.9881	-270.0863	-30.90183	3.319462	0.116444	0.219054	0.664502	0.347078	0.336454	0.158234	0.158234	0.08001352
69400	-299.2335	-272.6981	-26.53545	2.932938	0.139085	0.446129	0.414787	0.237665	0.292778	0.234779	0.234779	0.03074144
69600	-299.1636	-270.8472	-28.31638	3.032897	0.111881	0.299271	0.588848	0.272116	0.311401	0.208242	0.208242	0.1076438
69800	-300.5445	-274.0307	-26.51388	2.91819	0.149008	0.263877	0.587116	0.360895	0.338968	0.150069	0.150069	0.04355916
70000	-302.7422	-277.8184	-24.92382	2.540226	0.125256	0.309998	0.564746	0.287776	0.318318	0.196953	0.196953	0.2571597
70200	-302.0389	-275.7342	-26.30478	2.774304	0.120241	0.378632	0.501127	0.241026	0.294808	0.232083	0.232083	0.1708903
70400	-300.9123	-281.538	-19.37426	2.202076	0.131024	0.399929	0.469047	0.246772	0.298171	0.227529	0.227529	0.04522232
70600	-302.468	-275.1053	-27.3627	2.938157	0.16635	0.403533	0.430117	0.291902	0.319986	0.194056	0.194056	0.1088636
70800	-299.5104	-272.3924	-27.11801	2.982508	0.141204	0.359169	0.499627	0.282198	0.315961	0.200921	0.200921	0.03850062
71000	-301.3807	-275.7147	-25.66601	2.805851	0.133358	0.285091	0.581551	0.318696	0.329308	0.175998	0.175998	0.07031699
71200	-302.2	-277.3186	-24.8814	2.68026	0.139205	0.414182	0.446613	0.251551	0.300864	0.223792	0.223792	0.1153739
71400	-300.9236	-279.2744	-21.64918	2.452185	0.166118	0.323521	0.510361	0.339267	0.334758	0.162988	0.162988	0.02235479
71600	-300.9549	-277.4926	-23.46227	2.648407	0.167362	0.483899	0.348739	0.256982	0.303811	0.219604	0.219604	0.007710232
71800	-301.1366	-278.1516	-22.98495	2.516747	0.154017	0.528873	0.317111	0.225537	0.285051	0.244706	0.244706	0.09025111
72000	-298.6063	-275.9963	-22.61001	2.55765	0.154123	0.354604	0.491273	0.302958	0.324146	0.186448	0.186448	0.01331117
72200	-300.9366	-274.3274	-26.60923	2.865004	0.162454	0.348624	0.488922	0.317866	0.329058	0.176538	0.176538	0.1048028
72400	-301.2371	-275.185	-26.0521	2.781034	0.137305	0.370613	0.492082	0.27033	0.310552	0.209559	0.209559	0.1306065
72600	-301.251	-266.3045	-34.94655	3.765589	0.146969	0.371023	0.482008	0.283729	0.31662	0.199826	0.199826	0.04005252
72800	-299.2783	-270.9754	-28.30288	3.003383	0.134926	0.327497	0.537576	0.291781	0.319938	0.19414	0.19414	0.1331957
73000	-299.8118	-269.976	-29.8358	3.142613	0.132062	0.290974	0.576964	0.312177	0.327277	0.180273	0.180273	0.1498886
73200	-304.4685	-274.8927	-29.57573	2.788064	0.149345	0.351542	0.499113	0.298161	0.322396	0.189721	0.189721	0.473389
73400	-298.1345	-270.3476	-27.78694	3.07355	0.144047	0.332908	0.523045	0.302014	0.323809	0.187089	0.187089	0.01546068
73600	-298.6948	-274.1192	-24.57564	2.725868	0.129221	0.321588	0.549191	0.286643	0.317849	0.197754	0.197754	0.04074041
73800	-298.9582	-267.0909	-31.86734	3.446756	0.108092	0.268477	0.623431	0.287043	0.318015	0.197471	0.197471	0.05010962
74000	-301.6373	-282.1411	-19.49618	2.232747	0.167244	0.360993	0.471764	0.316608	0.328674	0.177359	0.177359	0.02723129
74200	-299.8995	-273.1428	-26.75671	2.755593	0.142664	0.382391	0.474945	0.271713	0.31121	0.208539	0.208539	0.2291898
74400	-300.5953	-279.87	-20.72528	2.381421	0.151358	0.554296	0.294346	0.214494	0.277459	0.254024	0.254024	0.001194218
74600	-301.3159	-279.5467	-21.76926	2.407253	0.129936	0.372454	0.49761	0.258636	0.304685	0.21834	0.21834	0.08086348
74800	-298.1778	-275.0161	-23.16172	2.621932	0.136426	0.377075	0.4865	0.265678	0.308282	0.21302	0.21302	0.004377956
75000	-300.4974	-271.3579	-29.13956	3.180744	0.131487	0.318206	0.550307	0.292393	0.32018	0.193713	0.193713	0.04181219
75200	-298.8078	-273.7612	-25.04667	2.803667	0.154135	0.312035	0.533831	0.330641	0.332648	0.168356	0.168356	0.01113562
75400	-299.1088	-276.5856	-22.52317	2.519707	0.158683	0.37331	0.468007	0.29828	0.32244	0.18964	0.18964	0.04236004
75600	-300.6512	-276.6859	-23.96525	2.69827	0.167473	0.515846	0.316681	0.245088	0.2972	0.228856	0.228856	0.008282514
75800	-300.522	-268.7458	-31.77626	3.418072	0.151947	0.379981	0.468072	0.285654	0.317435	0.198456	0.198456	0.06946533
76000	-303.4828	-279.23	-24.25285	2.368339	0.179404	0.415896	0.404701	0.301367	0.323575	0.187529	0.187529	0.3609941
76200	-299.606	-272.2833	-27.32276	2.894393	0.156653	0.348246	0.4951	0.310267	0.326653	0.18154	0.18154	0.1471607
76400	-306.3019	-288.0278	-18.27404	2.120492	0.168456	0.711788	0.119756	0.191374	0.259784	0.274421	0.274421	0.01576915
76600	-299.0014	-274.272	-24.72938	2.747125	0.127526	0.395197	0.477277	0.243965	0.296545	0.229745	0.229745	0.03564069
76800	-300.2686	-278.1206	-22.14796	2.459087	0.127022	0.326882	0.546096	0.279843	0.314931	0.202613	0.202613	0.06371404
77000	-302.1315	-273.2929	-28.83853	2.844314	0.136185	0.377421	0.486394	0.265155	0.308022	0.213411	0.213411	0.3391616
77200	-301.0901	-279.2879	-21.8022	2.426688	0.120665	0.436587	0.442748	0.216536	0.278904	0.25228	0.25228	0.06371735
77400	-299.7188	-275.6122	-24.10662	2.667731	0.156809	0.426737	0.416454	0.268717	0.309775	0.210754	0.210754	0.05245755
77600	-301.9248	-277.2637	-24.66109	2.729439	0.165943	0.531892	0.302165	0.237797	0.292858	0.234672	0.234672	0.04554692
77800	-302.8547	-271.1505	-31.70428	3.157572	0.140645	0.390256	0.469099	0.264918	0.307904	0.213589	0.213589	0.3183657
78000	-299.1785	-277.1259	-22.05257	2.459511	0.135876	0.407484	0.45664	0.250066	0.300037	0.224949	0.224949	0.05548442
78200	-301.9011	-277.8767	-24.02436	2.676739	0.106158	0.306128	0.587714	0.257487	0.304079	0.219217	0.219217	0.03657798
78400	-298.9191	-275.5454	-23.37369	2.641063	0.131995	0.286798	0.581207	0.31518	0.328231	0.178295	0.178295	0.006277119
78600	-299.909	-273.5218	-26.38716	2.913732	0.138567	0.273331	0.588102	0.336411	0.334087	0.164751	0.164751	0.0349648
78800	-301.3417	-269.687	-31.65477	3.363774	0.128412	0.278617	0.59297	0.315486	0.328327	0.178093	0.178093	0.1120356
79000	-299.224	-271.6306	-27.59342	3.032402	0.131269	0.414806	0.453925	0.240387	0.294426	0.232594	0.232594	0.0370705
79200	-311.2986	-284.8457	-26.45284	2.413732	0.145277	0.486908	0.367816	0.229801	0.287839	0.24118	0.24118	0.5019203
79400	-300.3743	-275.2547	-25.11966	2.673678	0.136423	0.279616	0.583961	0.327908	0.331927	0.170082	0.170082	0.1482345
79600	-300.1179	-270.7868	-29.33116	3.046779	0.14943	0.377138	0.473432	0.283781	0.316642	0.199789	0.199789	0.1987418
79800	-304.8683	-282.4992	-22.3691	2.410109	0.204753	0.579757	0.21549	0.260995	0.305912	0.216547	0.216547	0.1305081
80000	-298.7186	-273.265	-25.45357	2.781342	0.143512	0.381153	0.475335	0.27353	0.312064	0.207203	0.207203	0.07273749
80200	-303.481	-281.0587	-22.42231	2.44229	0.166115	0.532101	0.301784	0.237914	0.29293	0.234578	0.234578	0.1047323
80400	-301.3455	-271.1383	-30.20717	3.263887	0.128415	0.320379	0.551206	0.286134	0.317636	0.198115	0.198115	0.06687108
80600	-300.9288	-271.8159	-29.11299	2.936269	0.143337	0.335564	0.521099	0.299304	0.322821	0.188938	0.188938	0.2772715
80800	-300.6491	-271.6307	-29.01833	3.074414	0.153734	0.377278	0.468988	0.289511	0.319027	0.195731	0.195731	0.1368765
81000	-302.3251	-277.9268	-24.39825	2.50683	0.175672	0.435963	0.388364	0.287217	0.318087	0.197348	0.197348	0.2404526
81200	-304.3113	-278.7569	-25.55444	2.636972	0.121065	0.414865	0.46407	0.225897	0.285289	0.244407	0.244407	0.2212727
81400	-301.203	-271.1306	-30.07236	3.315128	0.108143	0.32611	0.565747	0.249031	0.299456	0.225757	0.225757	0.002176448
81600	-305.62	-266.6478	-38.9722	4.033847	0.13514	0.376856	0.488004	0.263947	0.307417	0.214318	0.214318	0.1764296
81800	-303.9938	-282.9438	-21.05001	2.368682	0.124918	0.292613	0.582469	0.299183	0.322776	0.18902	0.18902	0.04603222
82000	-300.6234	-275.4278	-25.19564	2.740697	0.144377	0.341757	0.513866	0.29699	0.321956	0.190527	0.190527	0.08585409
82200	-302.1885	-282.9411	-19.24739	2.219704	0.17519	0.456764	0.368046	0.277219	0.313758	0.204512	0.204512	0.01464662
82400	-300.4312	-276.5671	-23.86418	2.537884	0.162816	0.342066	0.495118	0.322483	0.33042	0.173549	0.173549	0.1535003
82600	-301.0429	-280.7958	-20.24712	2.313858	0.153386	0.328119	0.518494	0.318555	0.329266	0.176089	0.176089	0.02115739
82800	-304.9823	-272.3998	-32.5825	3.109247	0.134801	0.392524	0.472674	0.255632	0.303089	0.220639	0.220639	0.4493398
