Iteration	Posterior	Likelihood	Prior	branch_rates	q[1]	q[2]	q[3]	root_freq[1]	root_freq[2]	root_freq[3]	root_freq[4]	speciation_rate
4000	-298.8444	-269.5913	-29.25311	3.147049	0.128298	0.29276	0.578942	0.304704	0.324762	0.185267	0.185267	0.08742763
4200	-298.8819	-271.9674	-26.91455	2.984151	0.124294	0.422422	0.453284	0.227347	0.286244	0.243204	0.243204	0.01756651
4400	-300.0719	-272.1084	-27.96349	3.09711	0.1316	0.459888	0.408512	0.222489	0.283009	0.247251	0.247251	0.009542226
4600	-299.5539	-270.6224	-28.93144	3.19217	0.111673	0.383986	0.504341	0.225302	0.284895	0.244901	0.244901	0.01137378
4800	-305.053	-280.9763	-24.07667	2.358418	0.163785	0.398543	0.437673	0.291262	0.319731	0.194503	0.194503	0.3495728
5000	-301.2379	-279.6953	-21.54263	2.321809	0.147514	0.486108	0.366378	0.232811	0.289761	0.238714	0.238714	0.1406543
5200	-298.9106	-269.236	-29.67455	3.244484	0.126107	0.250648	0.623245	0.33472	0.333677	0.165802	0.165802	0.0331044
5400	-301.6345	-278.4565	-23.178	2.458413	0.120591	0.368242	0.511167	0.246691	0.298124	0.227592	0.227592	0.1672017
5600	-298.7206	-274.3339	-24.3867	2.726571	0.156464	0.310465	0.533071	0.335091	0.333767	0.165571	0.165571	0.02175018
5800	-300.3801	-273.4659	-26.91425	2.989186	0.174339	0.320158	0.505503	0.352559	0.337525	0.154958	0.154958	0.01217788
6000	-298.5582	-270.8841	-27.67406	3.049325	0.14041	0.27279	0.5868	0.339811	0.334882	0.162654	0.162654	0.02784887
6200	-300.1184	-280.1119	-20.00647	2.269441	0.15783	0.328956	0.513213	0.324229	0.330916	0.172428	0.172428	0.04048814
6400	-301.0885	-270.9285	-30.15997	3.305384	0.116916	0.425056	0.458028	0.215724	0.278331	0.252973	0.252973	0.02063469
6600	-298.1266	-270.4225	-27.70403	3.021271	0.120471	0.30163	0.577898	0.285409	0.317332	0.19863	0.19863	0.05874419
6800	-299.2798	-272.2773	-27.00254	2.996977	0.132372	0.438187	0.429441	0.232004	0.289249	0.239373	0.239373	0.01345805
7000	-301.3534	-271.0068	-30.34664	3.304382	0.13812	0.458328	0.403553	0.231571	0.288973	0.239728	0.239728	0.04039226
7200	-300.7025	-267.4885	-33.214	3.44171	0.142111	0.335823	0.522066	0.297344	0.32209	0.190283	0.190283	0.1931392
7400	-305.5073	-266.8562	-38.65108	3.786162	0.159118	0.339793	0.501089	0.318931	0.329379	0.175845	0.175845	0.3860889
7600	-298.3371	-271.7961	-26.54098	2.95866	0.11773	0.305593	0.576678	0.278109	0.314158	0.203867	0.203867	0.005442636
7800	-302.4312	-281.3626	-21.06862	2.25267	0.136675	0.404355	0.458969	0.25262	0.301453	0.222963	0.222963	0.1584935
8000	-299.5033	-269.0639	-30.43943	3.267708	0.122759	0.259587	0.617654	0.321068	0.330011	0.174461	0.174461	0.08580847
8200	-303.4311	-274.503	-28.92815	2.964912	0.125039	0.286721	0.58824	0.30367	0.324399	0.185966	0.185966	0.2422134
8400	-302.809	-270.288	-32.52107	3.503326	0.140431	0.386842	0.472727	0.266335	0.308608	0.212528	0.212528	0.0580383
8600	-300.1207	-269.1189	-31.00184	3.282445	0.133135	0.34941	0.517455	0.275901	0.313159	0.20547	0.20547	0.1305997
8800	-301.5815	-272.732	-28.84951	2.846774	0.140566	0.411431	0.448004	0.25465	0.30256	0.221395	0.221395	0.3493298
9000	-300.3783	-276.6023	-23.77597	2.612243	0.142136	0.298557	0.559307	0.322528	0.330433	0.173519	0.173519	0.07500757
9200	-298.5369	-274.079	-24.45791	2.745511	0.161009	0.36703	0.471961	0.304919	0.324837	0.185122	0.185122	0.01014229
9400	-301.7056	-270.3365	-31.36909	3.389073	0.144571	0.305153	0.550276	0.321465	0.330127	0.174204	0.174204	0.05737263
9600	-301.2433	-266.9762	-34.2671	3.600623	0.116762	0.238475	0.644763	0.328688	0.332136	0.169588	0.169588	0.1354521
9800	-301.0236	-281.5181	-19.50549	2.214941	0.173129	0.372416	0.454455	0.31735	0.328901	0.176874	0.176874	0.04537486
10000	-299.1096	-273.5071	-25.60246	2.779625	0.136831	0.382197	0.480972	0.263629	0.307256	0.214557	0.214557	0.08882859
10200	-298.4272	-272.4203	-26.00689	2.869777	0.15424	0.31545	0.53031	0.328388	0.332055	0.169779	0.169779	0.04057615
10400	-300.1943	-273.8802	-26.31411	2.917229	0.170025	0.351097	0.478878	0.326267	0.331482	0.171125	0.171125	0.02468152
10600	-304.3617	-283.822	-20.53969	2.338445	0.204103	0.655201	0.140696	0.237521	0.29269	0.234894	0.234894	0.02450004
10800	-300.7105	-274.9885	-25.72202	2.875559	0.157401	0.477786	0.364812	0.247803	0.29876	0.226719	0.226719	0.006601057
11000	-302.3248	-274.8817	-27.44307	2.973421	0.139297	0.481463	0.37924	0.224398	0.284292	0.245655	0.245655	0.07901674
11200	-303.0623	-270.814	-32.24824	3.341105	0.164034	0.289134	0.546832	0.361972	0.339138	0.149445	0.149445	0.19314
11400	-300.7844	-273.6924	-27.09195	2.809439	0.147884	0.398426	0.45369	0.270697	0.310727	0.209288	0.209288	0.2131577
11600	-298.7011	-275.3438	-23.3573	2.622285	0.156421	0.433118	0.410461	0.265327	0.308108	0.213282	0.213282	0.02337608
11800	-298.9389	-271.0364	-27.90253	3.070034	0.118593	0.315138	0.566269	0.273425	0.312015	0.20728	0.20728	0.02993016
12000	-301.3402	-269.4142	-31.92599	3.420595	0.131362	0.30791	0.560728	0.299046	0.322725	0.189115	0.189115	0.08200678
12200	-307.3631	-289.5722	-17.79087	1.913239	0.158536	0.601538	0.239925	0.20858	0.273171	0.259125	0.259125	0.1634685
12400	-299.4518	-269.6825	-29.7693	3.228539	0.12316	0.362702	0.514138	0.253487	0.301928	0.222293	0.222293	0.05887058
12600	-302.3665	-280.3581	-22.0084	2.491755	0.188465	0.385585	0.425949	0.328308	0.332034	0.169829	0.169829	0.01863003
12800	-299.7458	-277.0446	-22.70116	2.574121	0.163007	0.463791	0.373202	0.260063	0.30543	0.217254	0.217254	0.00598168
13000	-302.0423	-270.5082	-31.5341	3.305879	0.121682	0.42935	0.448969	0.220825	0.281877	0.248649	0.248649	0.1582684
13200	-302.0911	-271.4359	-30.65512	3.277465	0.153202	0.465	0.381798	0.247819	0.298769	0.226706	0.226706	0.1001522
13400	-299.8149	-277.1001	-22.71478	2.515752	0.148253	0.334585	0.517162	0.307046	0.325572	0.183691	0.183691	0.06639403
13600	-302.8195	-278.1213	-24.69821	2.617274	0.166046	0.525802	0.308152	0.240004	0.294196	0.2329	0.2329	0.1625097
13800	-303.224	-280.4659	-22.75803	2.231445	0.165155	0.434388	0.400457	0.275468	0.31296	0.205786	0.205786	0.3481734
14000	-298.7791	-270.4254	-28.35373	3.089708	0.13177	0.395538	0.472692	0.249892	0.29994	0.225084	0.225084	0.05626234
14200	-301.8212	-267.8562	-33.96506	3.549914	0.105729	0.293999	0.600272	0.264502	0.307695	0.213902	0.213902	0.1537939
14400	-299.148	-266.2899	-32.85802	3.5767	0.117181	0.242868	0.639951	0.325458	0.331259	0.171641	0.171641	0.01931357
14600	-300.992	-267.4655	-33.52642	3.559829	0.127973	0.392642	0.479385	0.245811	0.297618	0.228286	0.228286	0.1044983
14800	-305.0411	-280.1148	-24.92638	2.64323	0.179293	0.592889	0.227818	0.23219	0.289367	0.239222	0.239222	0.1489671
15000	-301.8892	-282.4917	-19.39752	2.129178	0.170134	0.414111	0.415755	0.291203	0.319708	0.194545	0.194545	0.1195023
15200	-302.7121	-280.6983	-22.01383	2.424253	0.173164	0.557062	0.269773	0.237138	0.292455	0.235204	0.235204	0.08364242
15400	-300.823	-276.3065	-24.51649	2.619231	0.147855	0.379727	0.472418	0.28025	0.31511	0.20232	0.20232	0.1418977
15600	-299.5282	-273.5879	-25.94026	2.778726	0.144739	0.421491	0.43377	0.255618	0.303082	0.22065	0.22065	0.1267583
15800	-300.1054	-275.9521	-24.15336	2.679785	0.146141	0.474876	0.378984	0.235325	0.291336	0.23667	0.23667	0.04530007
16000	-300.7922	-271.4744	-29.31776	2.984766	0.141362	0.405684	0.452953	0.25841	0.304566	0.218512	0.218512	0.2579564
16200	-298.5099	-271.8803	-26.62955	2.920947	0.13587	0.290234	0.573896	0.318866	0.329359	0.175887	0.175887	0.05145371
16400	-298.2065	-269.9511	-28.25545	3.122763	0.142049	0.336443	0.521508	0.296868	0.32191	0.190611	0.190611	0.01309073
16600	-302.7751	-272.8923	-29.88274	2.96475	0.128594	0.318471	0.552935	0.287641	0.318262	0.197049	0.197049	0.3228825
16800	-301.6176	-270.0722	-31.54541	3.440978	0.108684	0.41734	0.473976	0.206615	0.271711	0.260837	0.260837	0.02377801
17000	-300.9633	-268.2947	-32.66858	3.43508	0.118429	0.303482	0.578088	0.280697	0.315307	0.201998	0.201998	0.1382361
17200	-300.9006	-273.6931	-27.20748	2.995582	0.110966	0.317232	0.571803	0.259146	0.304952	0.217951	0.217951	0.03636102
17400	-300.6458	-276.5325	-24.11322	2.69894	0.123278	0.235875	0.640847	0.343247	0.335647	0.160553	0.160553	0.02194281
17600	-299.6424	-278.125	-21.51748	2.44472	0.145989	0.332037	0.521974	0.3054	0.325005	0.184797	0.184797	0.01666005
17800	-302.7659	-273.9773	-28.78862	2.898552	0.16605	0.406844	0.427105	0.289844	0.319162	0.195497	0.195497	0.2857486
18000	-301.7013	-275.6033	-26.09802	2.653585	0.145403	0.285032	0.569565	0.337805	0.334418	0.163889	0.163889	0.2604515
18200	-300.0675	-276.3659	-23.70165	2.679081	0.123536	0.392694	0.483771	0.239304	0.293774	0.233461	0.233461	0.00115835
18400	-299.9977	-275.3607	-24.63705	2.625673	0.128328	0.298784	0.572888	0.300456	0.323244	0.18815	0.18815	0.1448598
18600	-301.6044	-280.0577	-21.54666	2.260036	0.157711	0.446176	0.396112	0.26116	0.305997	0.216422	0.216422	0.2013896
18800	-301.8904	-266.6182	-35.27216	3.513166	0.124863	0.301368	0.573769	0.292946	0.320398	0.193328	0.193328	0.3163984
19000	-301.2784	-265.185	-36.09332	3.780803	0.130032	0.333593	0.536375	0.280468	0.315206	0.202163	0.202163	0.1412807
19200	-299.1949	-269.8935	-29.30143	3.197622	0.13417	0.275851	0.589979	0.327227	0.331744	0.170514	0.170514	0.04158607
19400	-299.3396	-270.3785	-28.96105	3.136724	0.135333	0.338082	0.526585	0.285866	0.317524	0.198305	0.198305	0.06849295
19600	-300.8497	-275.3432	-25.50648	2.713503	0.131445	0.449437	0.419118	0.226286	0.285546	0.244084	0.244084	0.1479891
19800	-299.9485	-274.8739	-25.0747	2.646139	0.126214	0.362289	0.511496	0.258369	0.304544	0.218543	0.218543	0.1717849
20000	-303.1908	-263.2519	-39.9389	4.222837	0.122856	0.310298	0.566846	0.283631	0.316578	0.199896	0.199896	0.07942331
20200	-298.8058	-270.9454	-27.86048	3.065413	0.140873	0.373005	0.486123	0.274137	0.312346	0.206758	0.206758	0.03012793
20400	-300.071	-270.3916	-29.6794	3.219274	0.149594	0.281464	0.568942	0.34704	0.336446	0.158257	0.158257	0.05860133
20600	-301.2689	-279.9817	-21.28713	2.379819	0.181619	0.463083	0.355298	0.281711	0.31575	0.20127	0.20127	0.05702993
20800	-300.3145	-277.8635	-22.45106	2.507076	0.145926	0.4255	0.428574	0.255371	0.302949	0.22084	0.22084	0.04759801
21000	-301.3056	-269.0138	-32.29181	3.34983	0.125959	0.396851	0.477189	0.240927	0.29475	0.232162	0.232162	0.1943025
21200	-299.5577	-270.8561	-28.70165	3.056827	0.131402	0.332204	0.536394	0.283435	0.316494	0.200036	0.200036	0.1205032
21400	-297.7089	-268.7604	-28.9485	3.196329	0.135816	0.334729	0.529455	0.288636	0.318671	0.196347	0.196347	0.008716736
21600	-298.3356	-271.6941	-26.64152	2.948811	0.125342	0.339618	0.53504	0.269576	0.31019	0.210117	0.210117	0.0249519
21800	-299.6945	-263.5956	-36.09891	3.910793	0.126051	0.286581	0.587368	0.305481	0.325033	0.184743	0.184743	0.009188664
22000	-299.0241	-276.2594	-22.76471	2.507465	0.144804	0.3765	0.478696	0.277773	0.314007	0.20411	0.20411	0.07751
22200	-300.2574	-279.0919	-21.16541	2.410144	0.122725	0.419018	0.458257	0.226537	0.285712	0.243876	0.243876	0.01645723
22400	-299.9754	-278.447	-21.52839	2.433404	0.158426	0.477387	0.364186	0.249171	0.299534	0.225647	0.225647	0.02910276
22600	-305.6797	-279.1387	-26.54105	2.77979	0.165582	0.5375	0.296918	0.235508	0.29145	0.236521	0.236521	0.1744087
22800	-302.1944	-282.409	-19.78539	2.286057	0.160098	0.653392	0.186511	0.196804	0.264157	0.26952	0.26952	0.00245341
23000	-298.8021	-270.4311	-28.37105	3.093361	0.138747	0.266779	0.594475	0.342141	0.335405	0.161227	0.161227	0.05276326
23200	-299.7373	-268.5477	-31.18959	3.272974	0.13889	0.325553	0.535557	0.299047	0.322726	0.189114	0.189114	0.1530804
23400	-300.3797	-268.4891	-31.89061	3.494449	0.152485	0.370692	0.476823	0.291459	0.31981	0.194365	0.194365	0.004708525
23600	-298.8904	-266.535	-32.35536	3.505006	0.132647	0.302593	0.56476	0.304768	0.324785	0.185224	0.185224	0.04037536
23800	-298.3562	-269.7961	-28.56002	3.12403	0.126897	0.336689	0.536413	0.27373	0.312157	0.207057	0.207057	0.0413493
24000	-301.7026	-274.7473	-26.95533	2.825789	0.151659	0.349121	0.49922	0.302845	0.324106	0.186524	0.186524	0.1788396
24200	-297.8223	-270.5476	-27.27465	3.028585	0.133373	0.286528	0.580099	0.317629	0.328986	0.176692	0.176692	0.008828296
24400	-301.7015	-280.9229	-20.77862	2.229956	0.140518	0.342174	0.517309	0.291113	0.319672	0.194608	0.194608	0.1575758
24600	-303.7158	-277.9073	-25.8085	2.850401	0.195331	0.51698	0.287689	0.274221	0.312385	0.206697	0.206697	0.04007661
24800	-299.7262	-270.5655	-29.16067	3.201358	0.154219	0.412223	0.433558	0.272259	0.311468	0.208137	0.208137	0.02529084
25000	-301.1463	-272.2913	-28.85507	3.148645	0.100974	0.253009	0.646017	0.285251	0.317265	0.198742	0.198742	0.0461418
25200	-303.7633	-281.4744	-22.28891	2.492673	0.172287	0.552797	0.274917	0.237609	0.292744	0.234824	0.234824	0.04360266
25400	-299.9868	-272.8966	-27.09021	3.008377	0.121192	0.409605	0.469203	0.22832	0.28688	0.2424	0.2424	0.01080833
25600	-301.5463	-267.6244	-33.92191	3.614795	0.142424	0.240718	0.616858	0.371726	0.340514	0.14388	0.14388	0.08630365
25800	-299.1296	-273.2633	-25.86626	2.824235	0.156728	0.311677	0.531595	0.3346	0.333647	0.165876	0.165876	0.07179239
26000	-299.3789	-269.5324	-29.84657	3.195237	0.137325	0.309558	0.553117	0.307296	0.325657	0.183524	0.183524	0.0973159
26200	-298.653	-277.0493	-21.60372	2.449179	0.154362	0.390501	0.455137	0.283304	0.316438	0.200129	0.200129	0.02105775
26400	-302.6308	-283.1573	-19.47344	2.145309	0.140963	0.440029	0.419009	0.242625	0.295758	0.230809	0.230809	0.1125486
26600	-299.3583	-271.6162	-27.74208	2.945152	0.11577	0.349929	0.534301	0.248594	0.299208	0.226099	0.226099	0.1390587
26800	-306.9097	-272.1917	-34.71798	3.65113	0.100952	0.336164	0.562884	0.230951	0.288578	0.240236	0.240236	0.1259823
27000	-299.7202	-274.186	-25.53425	2.72981	0.143707	0.418333	0.43796	0.255688	0.303119	0.220597	0.220597	0.1345518
27200	-298.1917	-270.3981	-27.79361	3.067408	0.139549	0.294927	0.565523	0.32119	0.330046	0.174382	0.174382	0.02181444
27400	-298.9992	-275.1186	-23.88065	2.636002	0.158062	0.397816	0.444122	0.284346	0.316883	0.199386	0.199386	0.060932
27600	-303.8467	-279.4494	-24.39736	2.615636	0.166936	0.413958	0.419107	0.287378	0.318153	0.197235	0.197235	0.1314291
27800	-302.0979	-281.0753	-21.02253	2.399559	0.163983	0.592854	0.243163	0.216669	0.278997	0.252167	0.252167	0.0124719
28000	-300.8275	-271.4604	-29.36705	3.202819	0.099298	0.323691	0.577011	0.234753	0.29098	0.237134	0.237134	0.04376254
28200	-298.9073	-272.4532	-26.45405	2.909656	0.134094	0.262651	0.603255	0.337986	0.33446	0.163777	0.163777	0.04509756
28400	-301.2551	-280.0354	-21.21964	2.367523	0.183649	0.483526	0.332825	0.275264	0.312867	0.205935	0.205935	0.06413627
28600	-299.0088	-275.1253	-23.88351	2.615393	0.160851	0.361273	0.477877	0.30807	0.32592	0.183005	0.183005	0.08202478
28800	-300.3322	-272.6106	-27.7216	2.986683	0.136102	0.303431	0.560467	0.309651	0.326449	0.18195	0.18195	0.09777176
29000	-302.3191	-274.7406	-27.5785	3.02656	0.111843	0.190637	0.697519	0.369754	0.34026	0.144993	0.144993	0.04109335
29200	-300.3211	-266.3634	-33.95776	3.642581	0.128386	0.294203	0.577411	0.303808	0.324448	0.185872	0.185872	0.06344724
29400	-300.3292	-280.4446	-19.88452	2.271532	0.153491	0.474345	0.372164	0.244477	0.296844	0.22934	0.22934	0.02640318
29600	-304.9535	-278.1076	-26.84591	2.594371	0.140664	0.438995	0.420341	0.242667	0.295783	0.230775	0.230775	0.3932114
29800	-304.6013	-277.5088	-27.09245	2.96175	0.138338	0.602766	0.258896	0.186665	0.255878	0.278729	0.278729	0.05853571
30000	-300.7039	-271.6276	-29.07638	3.196417	0.15264	0.255605	0.591755	0.373894	0.340779	0.142664	0.142664	0.02142717
30200	-300.8153	-280.2948	-20.52057	2.271924	0.136379	0.319889	0.543732	0.298902	0.322672	0.189213	0.189213	0.08916503
30400	-302.0078	-269.2852	-32.72257	3.567908	0.147877	0.408984	0.443139	0.265555	0.308221	0.213112	0.213112	0.01455694
30600	-298.734	-270.2832	-28.45074	3.080585	0.131508	0.313001	0.55549	0.29585	0.321523	0.191314	0.191314	0.0757882
30800	-303.6528	-272.2225	-31.43035	3.426092	0.127657	0.469278	0.403065	0.213855	0.277003	0.254571	0.254571	0.02702763
31000	-298.2851	-275.9854	-22.2997	2.536766	0.158816	0.356387	0.484797	0.30826	0.325984	0.182878	0.182878	0.00329146
31200	-304.3686	-279.3181	-25.05045	2.689998	0.130909	0.447643	0.421448	0.22627	0.285536	0.244097	0.244097	0.1194287
31400	-302.3195	-272.1655	-30.15396	3.024781	0.115006	0.410628	0.474366	0.218794	0.280479	0.250363	0.250363	0.3020408
31600	-298.771	-274.9218	-23.84917	2.690852	0.115421	0.375193	0.509386	0.235258	0.291294	0.236724	0.236724	0.004189503
31800	-298.2538	-274.5268	-23.72702	2.663386	0.126487	0.332042	0.54147	0.275854	0.313137	0.205504	0.205504	0.01945774
32000	-303.7873	-280.9477	-22.83952	2.437782	0.149691	0.309487	0.540822	0.325998	0.331408	0.171297	0.171297	0.1539895
32200	-299.2769	-269.9001	-29.37674	3.167996	0.131992	0.272327	0.595681	0.326456	0.331534	0.171005	0.171005	0.0786351
32400	-299.7554	-267.8565	-31.89886	3.366975	0.113869	0.319289	0.566842	0.262882	0.306877	0.21512	0.21512	0.1345813
32600	-298.2182	-273.3286	-24.88958	2.76591	0.120594	0.353472	0.525933	0.254382	0.302415	0.221601	0.221601	0.03310804
32800	-300.6046	-275.37	-25.23458	2.810828	0.138409	0.260564	0.601027	0.346914	0.33642	0.158333	0.158333	0.02259443
33000	-301.435	-271.5752	-29.85979	3.118686	0.115369	0.430048	0.454584	0.211524	0.275326	0.256575	0.256575	0.1797837
33200	-299.3852	-273.9631	-25.42217	2.757398	0.144534	0.329052	0.526414	0.305191	0.324933	0.184938	0.184938	0.09275817
33400	-305.3271	-287.8609	-17.46622	1.986902	0.211068	0.701325	0.0876072	0.231335	0.288823	0.239921	0.239921	0.06591928
33600	-298.911	-265.5793	-33.3317	3.614629	0.133981	0.299545	0.566474	0.30905	0.326249	0.18235	0.18235	0.02872612
33800	-302.0687	-263.1547	-38.91396	4.073642	0.115485	0.300859	0.583657	0.277379	0.31383	0.204396	0.204396	0.1269949
34000	-298.1368	-275.8918	-22.24508	2.524388	0.142829	0.360291	0.49688	0.283887	0.316687	0.199713	0.199713	0.01006028
34200	-299.1118	-276.2308	-22.88106	2.588395	0.164998	0.322972	0.51203	0.338132	0.334494	0.163687	0.163687	0.009630964
34400	-299.6356	-270.7261	-28.90945	3.077498	0.132742	0.371267	0.495991	0.263373	0.307126	0.214751	0.214751	0.1240603
34600	-299.1608	-273.2256	-25.93523	2.811054	0.117094	0.328399	0.554507	0.262841	0.306857	0.215151	0.215151	0.09233159
34800	-301.241	-274.948	-26.29303	2.833626	0.129312	0.464398	0.40629	0.217803	0.27979	0.251203	0.251203	0.1053365
35000	-301.2313	-273.2792	-27.95209	2.826517	0.128641	0.407569	0.46379	0.239909	0.294139	0.232976	0.232976	0.2805774
35200	-300.8994	-271.2833	-29.61608	3.176282	0.159008	0.332379	0.508613	0.323591	0.330736	0.172836	0.172836	0.09457598
35400	-302.2397	-269.9731	-32.26662	3.257866	0.117128	0.220726	0.662146	0.346682	0.336373	0.158473	0.158473	0.2733695
35600	-302.3326	-267.0153	-35.31732	3.814768	0.0943705	0.289611	0.616018	0.245768	0.297593	0.228319	0.228319	0.02725174
35800	-298.9983	-270.7295	-28.2688	3.066748	0.139777	0.344135	0.516088	0.288847	0.318757	0.196198	0.196198	0.06848063
36000	-300.1834	-276.963	-23.22039	2.58225	0.182687	0.411562	0.405751	0.307425	0.325701	0.183437	0.183437	0.04951547
36200	-300.255	-279.2637	-20.99132	2.373881	0.165108	0.412491	0.422401	0.285852	0.317518	0.198315	0.198315	0.03480189
36400	-299.5804	-270.2223	-29.35805	3.127204	0.138059	0.38888	0.473061	0.262002	0.306429	0.215785	0.215785	0.118111
36600	-298.5177	-272.716	-25.80169	2.861108	0.123193	0.29088	0.585927	0.297514	0.322154	0.190166	0.190166	0.02858637
36800	-301.0957	-269.5561	-31.53954	3.42174	0.115725	0.417799	0.466475	0.216907	0.279164	0.251964	0.251964	0.0424883
37000	-299.2626	-270.6822	-28.58045	3.147887	0.148548	0.413323	0.438129	0.264381	0.307635	0.213992	0.213992	0.02025678
37200	-300.994	-274.8021	-26.19188	2.799025	0.144521	0.499103	0.356377	0.224542	0.284389	0.245534	0.245534	0.1306133
37400	-299.7842	-265.0312	-34.75305	3.736591	0.124307	0.26702	0.608673	0.317655	0.328994	0.176676	0.176676	0.04853875
37600	-300.0552	-273.1216	-26.93355	2.880141	0.153778	0.287508	0.558714	0.348477	0.336737	0.157393	0.157393	0.1198023
37800	-299.6631	-275.1837	-24.47944	2.736751	0.146864	0.348439	0.504697	0.296513	0.321776	0.190856	0.190856	0.02082089
38000	-298.161	-272.0614	-26.09961	2.916118	0.113637	0.308546	0.577817	0.269165	0.309992	0.210421	0.210421	0.003911014
38200	-300.2505	-275.3825	-24.868	2.757317	0.155889	0.275024	0.569086	0.361765	0.339106	0.149565	0.149565	0.03909622
38400	-301.4785	-281.1123	-20.36618	2.231051	0.159834	0.391802	0.448365	0.289745	0.319122	0.195566	0.195566	0.1160372
38600	-300.1555	-274.1187	-26.03679	2.834125	0.155116	0.397918	0.446966	0.280482	0.315212	0.202153	0.202153	0.07792207
38800	-302.414	-275.1475	-27.26645	2.667608	0.13432	0.337457	0.528223	0.284711	0.317037	0.199126	0.199126	0.3739272
39000	-299.5446	-268.7626	-30.78199	3.373439	0.126658	0.309732	0.56361	0.290241	0.319322	0.195218	0.195218	0.0150686
39200	-298.0696	-267.4836	-30.58606	3.356098	0.126963	0.295087	0.577951	0.300825	0.323378	0.187899	0.187899	0.01244016
39400	-302.6098	-282.7489	-19.8609	2.27301	0.184324	0.307269	0.508407	0.374952	0.340904	0.142072	0.142072	0.02262294
39600	-298.318	-268.9069	-29.41112	3.248996	0.141942	0.337086	0.520972	0.296313	0.321699	0.190994	0.190994	0.002179714
39800	-302.614	-266.2144	-36.39965	3.685181	0.110999	0.32323	0.565771	0.255622	0.303084	0.220647	0.220647	0.2728531
40000	-301.1546	-278.4935	-22.66109	2.524779	0.175653	0.505375	0.318972	0.257924	0.304309	0.218883	0.218883	0.05134982
40200	-307.2521	-281.0175	-26.23458	2.865828	0.202724	0.698651	0.0986256	0.224905	0.284631	0.245232	0.245232	0.06493753
40400	-304.9365	-283.2249	-21.71164	2.468233	0.190033	0.762472	0.0474951	0.199509	0.266284	0.267103	0.267103	0.01266625
40600	-302.726	-268.9957	-33.73031	3.172957	0.127728	0.328277	0.543995	0.280102	0.315045	0.202427	0.202427	0.5026427
40800	-301.2636	-269.5372	-31.72647	3.46188	0.128311	0.348918	0.522771	0.268867	0.309847	0.210643	0.210643	0.02061608
41000	-299.0397	-270.6602	-28.37959	3.137269	0.109356	0.302301	0.588343	0.265648	0.308268	0.213042	0.213042	0.01093682
41200	-298.4491	-272.4054	-26.04373	2.844169	0.137636	0.336169	0.526195	0.29049	0.319422	0.195044	0.195044	0.06862386
