Iteration	Posterior	Likelihood	Prior	branch_rates	root_freq[1]	root_freq[2]	root_freq[3]	root_freq[4]	speciation_rate
16600	-286.5279	-282.3977	-4.13017	0.7954462	0.079932	0.0586045	0.338529	0.522934	0.03598117
16800	-285.5649	-282.2272	-3.337665	0.5231504	0.00868684	0.261342	0.510146	0.219825	0.2156723
17000	-286.2598	-281.1076	-5.152146	0.6277523	0.0174554	0.188691	0.437381	0.356473	0.2933014
17200	-286.5514	-284.4096	-2.141833	0.6285279	0.00936836	0.235016	0.21857	0.537046	0.005325116
17400	-285.7638	-282.2479	-3.515865	0.6699086	0.0320076	0.224149	0.609736	0.134108	0.09852363
17600	-284.6488	-282.4413	-2.207529	0.629258	0.0135139	0.0930612	0.389904	0.503521	0.0109295
17800	-285.5233	-281.2868	-4.236507	0.7702281	0.0248218	0.11558	0.336101	0.523497	0.07163451
18000	-287.3384	-284.6639	-2.674465	0.4959237	0.0496571	0.447183	0.451371	0.0517895	0.1798885
18200	-285.9295	-284.4939	-1.435613	0.515141	0.0197408	0.616389	0.0604916	0.303378	0.04658782
18400	-288.4392	-282.9884	-5.450852	0.9199354	0.0124793	0.908245	0.0293536	0.0499222	0.04556858
18600	-286.2186	-284.6714	-1.547155	0.5615325	0.114276	0.258212	0.0277468	0.599764	0.01248873
18800	-285.8083	-282.9892	-2.819142	0.6753398	0.0374825	0.216157	0.491676	0.254685	0.02592699
19000	-286.8102	-282.3035	-4.506719	0.6922075	0.0700419	0.00628294	0.306146	0.61753	0.173163
19200	-285.4292	-283.4628	-1.966424	0.5973655	0.0561019	0.50072	0.0403723	0.402805	0.01855559
19400	-285.8891	-282.9922	-2.896917	0.5701353	0.0118426	0.608819	0.258367	0.120971	0.1326583
19600	-286.5909	-285.9019	-0.6889648	0.464556	0.025121	0.232886	0.0686667	0.673327	0.02283488
19800	-290.304	-287.776	-2.527918	0.4997954	0.13175	0.00723872	0.778635	0.0823762	0.1624681
20000	-285.0337	-281.1759	-3.857791	0.7258274	0.0117648	0.209571	0.278261	0.500404	0.07632105
20200	-284.0881	-281.163	-2.925118	0.6556797	0.0243638	0.194476	0.273125	0.508036	0.05379976
20400	-287.0321	-282.2028	-4.829267	0.59727	0.0362055	0.259873	0.344364	0.359558	0.2873076
20600	-283.3124	-281.8965	-1.415912	0.5599218	0.00339978	0.147011	0.449026	0.400563	0.001567709
20800	-283.7517	-281.8971	-1.854599	0.5701952	0.00313273	0.231666	0.600026	0.165175	0.03371048
21000	-283.3625	-281.988	-1.374551	0.5504266	0.0266169	0.101939	0.853884	0.01756	0.006650817
21200	-284.605	-281.7532	-2.851826	0.6197985	0.0398266	0.220942	0.533039	0.206193	0.08095019
21400	-285.5929	-284.1659	-1.427078	0.4780019	0.0267105	0.177452	0.779257	0.0165803	0.079663
21600	-284.7805	-282.0395	-2.740978	0.6729756	0.0049666	0.385157	0.170109	0.439767	0.02012298
21800	-289.8747	-286.8977	-2.977049	0.5469246	0.0976361	0.0656775	0.180016	0.65667	0.1588973
22000	-288.3636	-283.3144	-5.049236	0.7599213	0.05536	0.0237213	0.624909	0.29601	0.1634455
22200	-286.0023	-281.8279	-4.174359	0.5494865	0.00106885	0.281003	0.345572	0.372356	0.268942
22400	-288.4211	-285.1996	-3.221414	0.6492828	0.000763676	0.28708	0.532302	0.179855	0.08466817
22600	-284.8128	-281.128	-3.684754	0.6211062	0.0252487	0.00262661	0.0163258	0.955799	0.1584869
22800	-284.6493	-283.5391	-1.110117	0.5255487	0.0389906	0.285523	0.340985	0.334501	0.005144709
23000	-287.4923	-282.5697	-4.92259	0.9060308	0.0847864	0.0244763	0.753369	0.137368	0.006183215
23200	-283.3253	-280.6085	-2.716782	0.6910671	0.00988697	0.0873036	0.275933	0.626877	0.0005617689
23400	-285.6301	-283.4294	-2.200611	0.6020067	0.0334467	0.564825	0.121089	0.280639	0.03651625
23600	-284.5782	-282.1961	-2.382135	0.5422006	0.00165394	0.336824	0.418438	0.243083	0.109072
23800	-286.6902	-283.1784	-3.511819	0.6658394	0.0968599	0.14826	0.486677	0.268203	0.1022643
24000	-287.2674	-282.4978	-4.769618	0.5798283	0.0291508	0.53272	0.180877	0.257253	0.3028667
24200	-282.4509	-280.4591	-1.991832	0.6102881	0.0018668	0.0160723	0.800827	0.181233	0.008509806
24400	-290.0941	-282.4656	-7.628552	0.6434661	0.0177373	0.13786	0.00748527	0.836917	0.5319113
24600	-286.3537	-283.1155	-3.238186	0.6306658	0.0248096	0.626876	0.137115	0.2112	0.1098018
24800	-286.1572	-281.8773	-4.279944	0.6791746	0.0165859	0.109022	0.364867	0.509525	0.1637948
25000	-288.22	-284.1207	-4.099263	0.5831171	0.0660558	0.399481	0.0708043	0.463659	0.2389051
25200	-286.0178	-281.3103	-4.707486	0.7029116	0.0417818	0.0103204	0.0481548	0.899743	0.1784671
25400	-289.3225	-284.9588	-4.363715	0.5899898	0.0789829	0.149908	0.130329	0.64078	0.2579253
25600	-286.9651	-283.732	-3.233085	0.5153709	0.0216518	0.0489282	0.745778	0.183642	0.2182773
25800	-285.5675	-282.8308	-2.736748	0.6292857	0.00841506	0.00740288	0.632344	0.351838	0.05967143
26000	-286.516	-283.5274	-2.988595	0.5727703	0.00968826	0.230894	0.60419	0.155228	0.1361206
26200	-291.095	-288.315	-2.779985	0.4603087	0.0271814	0.133924	0.80149	0.0374044	0.2237977
26400	-285.3988	-281.6216	-3.777209	0.7138905	0.0211608	0.183093	0.280193	0.515553	0.08133138
26600	-287.0542	-285.543	-1.51121	0.494153	0.0993691	0.0765477	0.600937	0.223146	0.07303009
26800	-285.735	-280.6971	-5.037895	0.7546867	0.00751838	0.0203974	0.626876	0.345208	0.1626409
27000	-287.1831	-282.6177	-4.56543	0.5957309	0.0237626	0.137345	0.62923	0.209662	0.2641138
27200	-285.1359	-282.8636	-2.272288	0.5449978	0.0300373	0.0316615	0.88139	0.0569107	0.0981572
27400	-287.5401	-284.9439	-2.596188	0.5790109	0.0253741	0.524288	0.187125	0.263212	0.09847752
27600	-287.4513	-283.0243	-4.427042	0.6769766	0.0765379	0.0878751	0.523843	0.311744	0.1757988
27800	-285.7392	-282.3866	-3.352638	0.6979972	0.0543664	0.393266	0.187746	0.364621	0.05669564
28000	-284.4218	-282.0405	-2.381258	0.6053383	0.0294672	0.113715	0.238263	0.618555	0.0508243
28200	-288.7364	-282.1322	-6.604252	0.7660944	0.0390191	0.291642	0.517451	0.151888	0.3031022
28400	-284.9294	-282.3331	-2.596325	0.6624668	0.0024983	0.513347	0.392718	0.091437	0.01641224
28600	-285.8332	-283.5275	-2.305646	0.5900487	0.0524103	0.50131	0.182735	0.263544	0.05677094
28800	-285.4733	-282.4337	-3.03957	0.6641331	0.0228184	0.130425	0.40889	0.437867	0.05718252
29000	-284.1533	-281.1422	-3.01111	0.630466	0.0075786	0.120877	0.471061	0.400483	0.08737815
29200	-283.8424	-281.1199	-2.722477	0.6157843	0.00203422	0.140876	0.0137552	0.843335	0.07147773
29400	-287.51	-282.6546	-4.855459	0.8417036	0.013378	0.180587	0.242179	0.563856	0.06373509
29600	-284.0028	-282.0559	-1.946852	0.5695135	0.0113177	0.188857	0.798739	0.00108537	0.04212223
29800	-286.9684	-283.4911	-3.477251	0.7376195	0.0804582	0.692022	0.156916	0.0706039	0.02896518
30000	-286.7995	-286.3033	-0.4961118	0.4644779	0.0329971	0.114252	0.516093	0.336658	0.004665122
30200	-286.364	-282.7345	-3.6295	0.7432663	0.0630233	0.00104016	0.658485	0.277452	0.03785621
30400	-284.2529	-281.472	-2.780853	0.648163	0.0165313	0.367014	0.361922	0.254533	0.04779199
30600	-283.9644	-282.5576	-1.406805	0.5531141	0.0025625	0.461082	0.00848028	0.527875	0.007069776
30800	-289.5155	-287.3685	-2.146937	0.4708287	0.0193321	0.486553	0.435286	0.0588289	0.1560886
31000	-283.8434	-281.3667	-2.476719	0.5889604	0.0233608	0.00990971	0.437104	0.529626	0.07583474
31200	-285.5807	-282.9588	-2.621898	0.4990805	0.000791539	0.163025	0.698645	0.137539	0.1696734
31400	-285.2704	-283.9748	-1.295546	0.4897448	0.0140738	0.515805	0.0286023	0.441519	0.05626072
31600	-286.6001	-285.5344	-1.065711	0.4926865	0.0734512	0.210794	0.208756	0.506999	0.03221221
31800	-285.5513	-284.218	-1.333325	0.4971456	0.0325863	0.0217999	0.239989	0.705625	0.05276521
32000	-286.0251	-282.3922	-3.632947	0.7268252	0.0516905	0.75657	0.0140503	0.177689	0.05509084
32200	-282.9475	-281.227	-1.720538	0.5786086	0.00252417	0.0668752	0.506619	0.423982	0.01268385
32400	-287.2446	-282.7376	-4.506947	0.778255	0.0774361	0.00839237	0.580507	0.333664	0.08848315
32600	-287.0966	-283.3136	-3.782992	0.7528287	0.00952343	0.138063	0.0528945	0.799519	0.04258408
32800	-284.9733	-282.3773	-2.596044	0.587123	0.0480111	0.067282	0.104237	0.78047	0.08673784
33000	-284.9863	-284.1004	-0.885961	0.4661884	0.00157844	0.0867196	0.626397	0.285305	0.04051526
33200	-286.3111	-283.9694	-2.341727	0.5619213	0.0827096	0.388123	0.0903306	0.438836	0.08790385
33400	-284.0365	-281.818	-2.218514	0.622926	0.00440678	0.813303	0.140125	0.0421653	0.0180194
33600	-291.1424	-288.1877	-2.954678	0.4499314	0.0312637	0.540612	0.120134	0.307989	0.2548739
33800	-285.5872	-282.1634	-3.423804	0.7297215	0.0572877	0.140808	0.740039	0.0618652	0.03155713
34000	-289.0864	-286.4934	-2.59304	0.6371134	0.0496886	0.553406	0.140096	0.256809	0.03992791
34200	-289.4677	-284.7634	-4.704297	0.4869305	0.045402	0.217763	0.498796	0.238038	0.3736573
34400	-288.7876	-281.9126	-6.874976	0.6115125	0.0260347	0.0573824	0.32026	0.596323	0.478532
34600	-289.052	-285.0834	-3.96858	0.710834	0.172084	0.110872	0.474527	0.242517	0.1015804
34800	-284.6957	-281.2257	-3.470013	0.6971491	0.0298477	0.0897017	0.475861	0.404589	0.0677581
35000	-284.9017	-280.6048	-4.296903	0.69416	0.00100635	0.0938128	0.454191	0.450989	0.1477669
35200	-285.8963	-282.1781	-3.718156	0.7552875	0.0742873	0.0800652	0.794416	0.051231	0.03573947
35400	-285.6234	-283.4907	-2.132731	0.6138138	0.0722221	0.173733	0.0925425	0.661503	0.01814404
35600	-284.343	-280.4365	-3.906451	0.702729	0.00201544	0.0494993	0.753792	0.194694	0.1042737
35800	-286.6651	-285.1436	-1.521421	0.4900367	0.0203685	0.0357365	0.231394	0.712501	0.07835007
36000	-285.7815	-284.0603	-1.721139	0.5186206	0.0175022	0.110304	0.360581	0.511614	0.07045439
36200	-286.6261	-284.1494	-2.476709	0.6550288	0.0188651	0.116078	0.827991	0.0370655	0.01259817
36400	-293.1512	-285.6852	-7.466068	0.666984	0.0185765	0.00128314	0.629402	0.350738	0.4605581
36600	-283.3794	-280.9939	-2.385502	0.6032591	0.000972963	0.140684	0.286901	0.571442	0.05273095
36800	-283.3723	-281.1227	-2.249587	0.6423652	0.0151509	0.168298	0.442539	0.374013	0.002470786
37000	-283.3139	-280.9376	-2.37628	0.6125317	0.000473158	0.122224	0.0171846	0.860119	0.0433015
37200	-288.0667	-283.797	-4.269698	0.7936314	0.146711	0.195495	0.121752	0.536042	0.05196117
37400	-286.5533	-284.7363	-1.817062	0.5912755	0.0815671	0.092313	0.796664	0.0294557	0.01011335
37600	-286.6386	-283.4716	-3.167031	0.7125685	0.0980218	0.400397	0.00621755	0.495363	0.02336541
37800	-288.1755	-282.3229	-5.852601	0.8349373	0.0597942	0.066672	0.439056	0.434478	0.1675538
38000	-285.9566	-281.1541	-4.802472	0.8617558	0.00138206	0.249895	0.462626	0.286096	0.03831412
38200	-287.0677	-282.2006	-4.867179	0.626148	0.0346978	0.0520283	0.449645	0.463629	0.2682523
38400	-285.9982	-282.1576	-3.840563	0.6113185	0.0395894	0.347558	0.384763	0.22809	0.1836526
38600	-284.502	-281.6159	-2.886116	0.6514906	0.0374343	0.043633	0.523651	0.395282	0.05431099
38800	-287.8297	-284.8276	-3.002123	0.6668908	0.016892	0.650948	0.278597	0.053563	0.05204972
39000	-285.5637	-284.3551	-1.208622	0.5293556	0.00333546	0.101731	0.452868	0.442066	0.01117819
39200	-284.9532	-281.3573	-3.595854	0.7684318	0.00777649	0.401895	0.323545	0.266784	0.01106753
39400	-285.5302	-285.0617	-0.4685243	0.4465654	0.0451517	0.0110838	0.0299359	0.913829	0.01871776
39600	-286.858	-283.2334	-3.624613	0.551696	0.043294	0.435909	0.162452	0.358345	0.2199675
39800	-285.1882	-281.6742	-3.513954	0.6486739	0.00395074	0.292257	0.416926	0.286865	0.1195977
40000	-284.5071	-282.0736	-2.433572	0.5581557	0.0323979	0.110572	0.0148265	0.842203	0.09951588
40200	-284.8327	-281.2832	-3.54951	0.7726159	0.0105986	0.103679	0.739856	0.145867	0.002233308
40400	-284.4687	-282.8709	-1.597755	0.5158826	0.0335862	0.0163867	0.264445	0.685582	0.05953156
40600	-288.4219	-284.1076	-4.314296	0.6077769	0.107093	0.264602	0.471437	0.156867	0.2300853
40800	-285.7743	-283.8638	-1.910444	0.4972176	0.0038883	0.0744245	0.709369	0.212318	0.1054902
41000	-286.6279	-283.9236	-2.704288	0.6583797	0.137758	0.00801834	0.0445004	0.809723	0.03065974
41200	-287.3701	-284.5731	-2.79701	0.6984566	0.0161616	0.589056	0.352564	0.0422183	0.001155784
41400	-287.5275	-284.4367	-3.090782	0.71005	0.0741281	0.248668	0.22984	0.447364	0.01881906
41600	-285.228	-282.642	-2.586002	0.6784136	0.0776304	0.158353	0.382476	0.38154	0.0001513312
41800	-285.0089	-281.6996	-3.309239	0.7062081	0.0386462	0.107016	0.433751	0.420587	0.04254388
42000	-285.8115	-283.2083	-2.603222	0.6784379	0.00360487	0.112766	0.100158	0.78347	0.001808808
42200	-285.0383	-281.6616	-3.376779	0.6369785	0.00689413	0.0664043	0.829154	0.0975475	0.112746
42400	-287.3893	-284.9886	-2.400682	0.5562494	0.0176515	0.591774	0.330234	0.0603411	0.0961986
42600	-285.9432	-281.3391	-4.604116	0.8051262	0.0337093	0.00035106	0.647996	0.317943	0.07471494
42800	-286.2352	-283.3441	-2.891085	0.6342002	0.0377353	0.255736	0.701721	0.00480785	0.07076338
43000	-284.7275	-281.6989	-3.028594	0.6829947	0.00631004	0.182711	0.281888	0.529092	0.03849349
43200	-283.4303	-281.0366	-2.393692	0.6582088	0.0015479	0.124631	0.677141	0.19668	0.001086935
43400	-285.6586	-281.292	-4.366554	0.8550618	0.00186376	0.0565853	0.421323	0.520228	0.001548877
43600	-286.5982	-285.2874	-1.310817	0.4880692	0.0271936	0.647282	0.15229	0.173235	0.05952066
43800	-289.3513	-284.353	-4.99834	0.8217995	0.00598242	0.0647058	0.496133	0.433179	0.09614934
44000	-287.3896	-284.1721	-3.217427	0.6127724	0.0112206	0.394123	0.351929	0.242727	0.1218488
44200	-284.6912	-282.2825	-2.408745	0.6361655	0.0516515	0.0197327	0.632236	0.29638	0.02417623
44400	-285.6044	-282.0052	-3.599196	0.7619903	0.0565694	0.305714	0.224714	0.413002	0.01749846
44600	-287.3439	-283.0704	-4.273453	0.7156187	0.120911	0.0626696	0.62488	0.19154	0.1279723
44800	-284.4662	-281.6993	-2.766996	0.6309982	0.037184	0.124698	0.420459	0.417659	0.06201384
45000	-285.2766	-281.634	-3.642594	0.546416	0.000659228	0.00723459	0.208833	0.783273	0.2292059
45200	-287.3404	-285.0704	-2.269994	0.6310955	0.0100082	0.216746	0.598523	0.174723	0.01506561
45400	-288.8609	-286.4289	-2.432066	0.6539199	0.0934216	0.215974	0.374115	0.316489	0.008951487
45600	-285.939	-284.7433	-1.195676	0.482025	0.0505877	0.0888734	0.364592	0.495946	0.05381288
45800	-283.9727	-282.5307	-1.441932	0.5463682	0.0326634	0.0764496	0.168569	0.722318	0.01708227
46000	-286.126	-283.7714	-2.354594	0.6512914	0.0105559	0.482092	0.351184	0.156167	0.004029654
46200	-284.6589	-282.7593	-1.899583	0.5979025	0.00854044	0.0444513	0.0764281	0.87058	0.01189704
46400	-285.667	-281.0584	-4.608568	0.6763818	0.0114429	0.22859	0.306315	0.453652	0.197273
46600	-289.834	-285.2139	-4.620051	0.7069082	0.0989452	0.354585	0.200709	0.345761	0.1736394
46800	-285.7712	-281.6168	-4.154379	0.7439052	0.0325127	0.380233	0.545994	0.0412596	0.0880779
47000	-284.6617	-281.9832	-2.67847	0.6603937	0.0647784	0.0849334	0.59721	0.253079	0.02621352
47200	-284.0934	-282.3214	-1.771963	0.5572162	0.00422312	0.338504	0.233179	0.424094	0.03817211
47400	-287.5741	-284.3218	-3.252271	0.6159001	0.000653831	0.165021	0.630151	0.204175	0.1199793
47600	-289.3187	-287.3952	-1.923515	0.47565	0.0642512	0.100709	0.658577	0.176463	0.1289213
47800	-284.5888	-282.4801	-2.108698	0.6201125	0.0659795	0.109704	0.409314	0.415003	0.0103528
48000	-290.4218	-285.3455	-5.07626	0.7913782	0.10482	0.268443	0.0280025	0.598735	0.1327705
48200	-284.7145	-282.8661	-1.848346	0.5382936	0.00439929	0.364088	0.0593598	0.572153	0.06193534
48400	-285.9082	-283.704	-2.204218	0.4824021	0.026356	0.10203	0.669652	0.201963	0.1473678
48600	-284.3382	-283.418	-0.9201939	0.5097417	0.027199	0.22246	0.0911497	0.659192	0.002124562
48800	-286.8941	-282.5261	-4.36793	0.7043046	0.0259671	0.109289	0.678046	0.186697	0.1515517
49000	-285.3824	-282.598	-2.78435	0.6006155	0.0735348	0.0633587	0.843957	0.0191495	0.09253841
49200	-288.2469	-281.7077	-6.539238	0.6943999	0.0242644	0.37301	0.226833	0.375892	0.3601862
49400	-288.1711	-282.7488	-5.422327	0.8913281	0.0315894	0.427315	0.164949	0.376147	0.07045103
49600	-286.427	-284.1473	-2.279664	0.5406073	0.0333476	0.295427	0.421671	0.249555	0.1002981
49800	-283.9873	-282.6975	-1.289809	0.523423	0.0234154	0.172536	0.202556	0.601493	0.02414305
50000	-284.2119	-281.2682	-2.943662	0.6528192	0.0170396	0.181693	0.156017	0.64525	0.05931292
50200	-288.5853	-283.2063	-5.378909	0.87665	0.0874653	0.0663383	0.556508	0.289689	0.07842645
50400	-283.5625	-281.1749	-2.387654	0.5685308	0.00392427	0.0910924	0.250919	0.654064	0.08545614
50600	-284.9142	-281.8858	-3.028411	0.6473068	0.0544203	0.130042	0.423122	0.392416	0.07256142
50800	-285.0612	-283.5162	-1.54503	0.5545219	0.0249229	0.133096	0.0118301	0.830151	0.01917418
51000	-286.6174	-281.9504	-4.667024	0.7618052	0.0541775	0.166515	0.671232	0.108075	0.1205499
