Iteration	Posterior	Likelihood	Prior	branch_rates	speciation_rate
0	-597.1294	-597.6718	0.5424225	0.09075534	0.1013281
10	-337.8405	-325.8437	-11.99684	1.308936	0.1288063
20	-324.2827	-311.5076	-12.77506	1.331465	0.1842915
30	-324.2042	-307.838	-16.36614	1.681612	0.2014381
40	-324.0802	-309.3854	-14.69484	1.653155	0.05744212
50	-322.337	-309.3814	-12.9556	1.46645	0.07061541
60	-323.5241	-309.707	-13.81708	1.476318	0.1471069
70	-324.5314	-310.1423	-14.38917	1.511653	0.1679048
80	-327.3709	-310.9988	-16.37207	1.499101	0.3690652
90	-327.3817	-310.4641	-16.91761	1.491073	0.432678
100	-327.2923	-316.0572	-11.23508	1.059048	0.2992206
110	-322.4397	-309.5278	-12.91186	1.486416	0.04672736
120	-323.0804	-309.0903	-13.99014	1.529866	0.110829
130	-324.7219	-310.0623	-14.65958	1.551482	0.1530131
140	-323.782	-311.4903	-12.29164	1.324539	0.1489038
150	-326.5075	-316.431	-10.07654	1.105642	0.1389893
160	-322.793	-310.263	-12.52997	1.402049	0.09347806
170	-323.1313	-309.9872	-13.14411	1.476831	0.07802056
180	-325.133	-315.8062	-9.326745	1.108469	0.06336872
190	-323.6552	-311.2803	-12.37493	1.398959	0.07788614
200	-326.488	-310.9392	-15.54874	1.356249	0.448917
210	-327.7777	-310.0106	-17.76709	1.52263	0.4915833
220	-325.5299	-308.4151	-17.1148	1.716	0.2454417
230	-324.8407	-311.7354	-13.10529	1.493053	0.05930753
240	-323.5033	-311.9173	-11.58596	1.319914	0.07826433
250	-326.0677	-307.9234	-18.1443	1.966775	0.09114923
260	-323.047	-310.7238	-12.32327	1.447701	0.02500565
270	-322.2463	-309.8483	-12.39809	1.471707	0.009067687
280	-323.8071	-309.1277	-14.67942	1.558644	0.1544835
290	-326.9744	-315.9271	-11.04724	1.241606	0.1027677
300	-323.0949	-310.1708	-12.92405	1.509531	0.02391842
310	-323.8032	-313.464	-10.33921	1.143719	0.1313361
320	-325.9596	-310.0381	-15.92155	1.596284	0.241584
330	-329.1336	-307.9456	-21.18806	1.697542	0.6718936
340	-323.8881	-308.5316	-15.35642	1.6513	0.1287917
350	-325.8444	-310.8662	-14.97815	1.572178	0.1636205
360	-325.4878	-310.4494	-15.03837	1.699222	0.04484875
370	-322.6263	-307.7736	-14.85277	1.716111	0.01029356
380	-322.6797	-311.2757	-11.40406	1.335077	0.04589988
390	-323.9556	-306.8151	-17.14049	1.92756	0.02824121
400	-323.4972	-308.1684	-15.32881	1.68742	0.08858181
410	-324.7057	-313.2531	-11.45256	1.362104	0.02335118
420	-323.5785	-311.4946	-12.08391	1.28436	0.1644922
430	-324.8752	-306.8777	-17.99751	2.037498	0.003128897
440	-322.3036	-308.2907	-14.01295	1.633788	0.008445195
450	-324.3148	-308.1043	-16.21042	1.690081	0.1765951
460	-326.1712	-315.2348	-10.93635	1.209501	0.1206074
470	-322.2821	-310.1207	-12.16142	1.412882	0.04434242
480	-324.5482	-308.7649	-15.78328	1.778097	0.04186026
490	-326.0034	-311.2671	-14.73625	1.556119	0.1587905
500	-323.4475	-307.7211	-15.72641	1.71723	0.09814764
510	-324.6629	-310.73	-13.93289	1.57749	0.05671789
520	-323.1968	-309.0876	-14.10921	1.618569	0.03409244
530	-323.093	-309.6353	-13.45764	1.439586	0.1480666
540	-323.9949	-311.309	-12.68597	1.45367	0.05543292
550	-323.5805	-311.9387	-11.64179	1.373957	0.03078353
560	-325.5392	-314.4957	-11.04352	1.317492	0.02812617
570	-321.941	-310.0073	-11.93368	1.4174	0.0170177
580	-325.5348	-309.82	-15.71472	1.807499	0.004722556
590	-323.3746	-309.9141	-13.46044	1.540178	0.04823363
600	-325.091	-314.2895	-10.80151	1.195202	0.1284732
610	-323.3958	-312.9024	-10.49332	1.259246	0.03024484
620	-326.2419	-306.8121	-19.42986	1.963028	0.2278255
630	-323.2943	-311.1842	-12.11005	1.314543	0.1395394
640	-324.5727	-314.7255	-9.847198	1.124163	0.09969488
650	-322.37	-307.6946	-14.6754	1.700275	0.008287776
660	-324.1935	-308.9991	-15.19438	1.615717	0.1479091
670	-323.4442	-312.6577	-10.78654	1.306465	0.01339169
680	-324.5862	-311.0588	-13.52744	1.525472	0.07100019
690	-322.8023	-309.548	-13.25425	1.479685	0.08770612
700	-323.4359	-309.4821	-13.95377	1.506963	0.132511
710	-322.9391	-310.0225	-12.91659	1.519524	0.01289444
720	-323.6851	-313.3735	-10.3116	1.225893	0.04723511
730	-324.0028	-307.5683	-16.43459	1.806399	0.07944974
740	-326.3623	-313.0824	-13.27983	1.237975	0.3265935
750	-324.1932	-312.6452	-11.54802	1.293685	0.1005646
760	-325.0707	-308.347	-16.72371	1.628241	0.2880108
770	-322.0179	-308.6271	-13.39076	1.566517	0.01354761
780	-324.6626	-311.5311	-13.13148	1.49664	0.05780054
790	-323.0992	-312.1815	-10.91768	1.301274	0.03133446
